Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real
;;001;141;46300;64099;2018/005019;2018/005019;COMPRA PÚBLICA DE INNOVACIÓN. SENSORES EN PAPELERAS PARA OPTIMIZAR RECOGIDA DE RESIDUOS;998;VARIOS DISTRITOS;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;;;;;;;349725,00;0,00;349725,00;349725,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;141;46300;64099;2018/005022;2018/005022;COMPRA PÚBLICA DE INNOVACION.CARGA VEHÍCULOS ELÉCTRICOS EN LA NAVE CON ENERGÍAS RENOVABLES;217;VILLAVERDE;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;;;;;;;664699,00;0,00;664699,00;206263,18;0,00;458435,82;458435,82;0,00;0,00;0,00
;;001;150;13301;60912;2018/008211;2018/008211;SEÑALIZACIÓN VIARIO EN CALLES CON POCA VISIBILIDAD DISTRITO DE SAN BLAS-CANILLEJAS (ID 18: 633);220;SAN BLAS-CANILLEJAS;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;18;PRESUPUESTOS PARTICIPATIVOS;18150,00;0,00;18150,00;18150,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13301;62300;2017/000542;2017/000542;AVISADORES ACÚSTICOS SEMAFOROS;998;VARIOS DISTRITOS;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;;;106128,00;0,00;106128,00;0,30;0,00;106127,70;106127,70;22286,72;0,00;22286,72
;;001;150;13301;62400;2019/000347;2019/000347;ADQUISICIÓN DE BICICLETAS Y SU EQUIPO PARA LOS SERVICIOS DE MOVILIDAD;998;VARIOS DISTRITOS;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;;;18150,00;0,00;18150,00;18150,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13301;62500;2020/000140;2020/000140;SERVICIOS AGENTES DE MOVILIDAD. MOBILIARIO SALÓN DE ACTOS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;70000,00;0,00;70000,00;36225,20;0,00;33774,80;33774,80;0,00;0,00;0,00
;;001;150;13301;62799;2019/009186;2019/009186;SEMÁFOROS CON PRIORIDAD DE AUTOBÚS. INSTALACIÓN (ID 19: 12122);998;VARIOS DISTRITOS;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;18;PRESUPUESTOS PARTICIPATIVOS;100000,00;0,00;100000,00;100000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13301;62799;2021/000353;2021/000353;LECTORES DE MATRÍCULA SERVICIOS DE TRÁFICO. INSTALACIÓN;998;VARIOS DISTRITOS;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;;;250000,00;0,00;250000,00;250000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13301;62799;2021/000354;2021/000354;PANELES MENSAJES VARIABLES INTEGRADOS SERVICIOS DE TRÁFICO;998;VARIOS DISTRITOS;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;;;348000,00;0,00;348000,00;348000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13301;62799;2021/000355;2021/000355;NUEVOS DISPOSITIVOS FOTOROJO SERVICIOS DE TRÁFICO;998;VARIOS DISTRITOS;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;;;125000,00;0,00;125000,00;125000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13301;62799;2021/000373;2021/000373;CRUCE SEMAFORIZADO PASEO DE LA ESPERANZA CON C/DEL LABRADOR. INSTALACIÓN;202;ARGANZUELA;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;;;104753,00;2000,00;106753,00;2000,60;7112,69;97639,71;97639,71;0,00;0,00;0,00
;;001;150;13301;62799;2021/000374;2021/000374;CRUCE SEMAFORIZADO C/SERRANO CON C/MALDONADO. INSTALACIÓN;204;SALAMANCA;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;;;56642,00;0,00;56642,00;0,53;3845,96;52795,51;52795,51;0,00;0,00;0,00
;;001;150;13301;62799;2021/000375;2021/000375;CRUCES SEMAFORIZADOS C/ISLA DE AROSA CON C/ISLAS CÍES Y C/FERMÍN CABALLERO. INSTALACIÓN;208;FUENCARRAL-EL PARDO;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;;;203863,00;0,00;203863,00;0,70;11864,79;191997,51;191997,51;0,00;0,00;0,00
;;001;150;13301;62799;2021/000376;2021/000376;PASO DE PEATONES SEMAFORIZADO C/HACIENDA DE PAVONES, 174 Y 204. INSTALACIÓN;214;MORATALAZ;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;;;91776,00;0,00;91776,00;13784,19;0,00;77991,81;77991,81;0,00;0,00;0,00
;;001;150;13301;62799;2021/000377;2021/000377;PASO DE PEATONES SEMAFORIZADO C/DEL MAR CASPIO ESQUINA CON C/ARZUA. INSTALACIÓN;216;HORTALEZA;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;;;53959,00;0,00;53959,00;8104,36;0,00;45854,64;45854,64;0,00;0,00;0,00
;;001;150;13301;62799;2021/000378;2021/000378;CRUCE SEMAFORIZADO AV.SANTA EUGENIA CON C/FUENTESPINA. INSTALACIÓN;218;VILLA DE VALLECAS;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;;;70984,00;0,00;70984,00;10661,56;0,00;60322,44;60322,44;0,00;0,00;0,00
;;001;150;13301;62799;2021/000379;2021/000379;CRUCES Y PASOS DE PEATONES SEMAFORIZADOS EN CALLES DE LA CIUDAD. INSTALACIÓN;998;VARIOS DISTRITOS;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;;;633998,00;-273900,00;360098,00;360098,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13301;62799;2021/000419;2021/000419;SISTEMA DE CONTROL DE ACCESO AL INTERIOR DE MADRID CALLE 30. INSTALACIÓN;998;VARIOS DISTRITOS;07;INFRAESTRUCTURAS;01;CIRCUNVALACIÓN M-30;;;;;;;3850000,00;0,00;3850000,00;3850000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13301;63200;2020/000160;2020/000160;EDIFICIO SILO AGENTES DE MOVILIDAD. OBRAS ADECUACIÓN DE SEGURIDAD;209;MONCLOA-ARAVACA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;90000,00;0,00;90000,00;90000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13301;63200;2021/000144;2021/000144;EDIFICIO C/ALBARRACÍN, 33. MEJORA PLAN AUTOPROTECCIÓN Y PREVENCIÓN RIESGOS LABORALES;215;CIUDAD LINEAL;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;100000,00;0,00;100000,00;100000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13301;63400;2019/000351;2019/000351;ADQUISICIÓN DE MOTOS PARA LOS AGENTES DE MOVILIDAD;998;VARIOS DISTRITOS;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;;;270000,00;0,00;270000,00;270000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13301;63500;2020/000178;2020/000178;SERVICIOS DE TRÁFICO, AGENTES DE MOVILIDAD. MOBILIARIO;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;20000,00;0,00;20000,00;20000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13301;63500;2021/000156;2021/000156;TAQUILLAS PARA LOS AGENTES DE MOVILIDAD;998;VARIOS DISTRITOS;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;;;160000,00;0,00;160000,00;160000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13301;63600;2019/004364;2019/004364;EQUIPOS DE COMUNICACIÓN PARA LOS AGENTES DE MOVILIDAD;998;VARIOS DISTRITOS;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;;;0,00;239660,00;239660,00;239660,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13302;60999;2018/000648;2018/010648;APARCAMIENTO DISUASORIO EN SUPERFICIE PITIS. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;;;718517,00;613874,87;1332391,87;159966,07;0,00;1172425,80;1168766,49;409919,95;0,00;230764,08
;;001;150;13302;60999;2018/000648;2018/030648;APARCAMIENTO DISUASORIO EN SUPERFICIE FUENTE DE LA MORA. CONSTRUCCIÓN;216;HORTALEZA;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;;;553638,00;211375,29;765013,29;122279,00;0,00;642734,29;639074,98;334123,10;0,00;334123,10
;;001;150;13302;60999;2019/000730;2019/000730;APARCAMIENTO DISUASORIO EN SUPERFICIE AVIACIÓN ESPAÑOLA. CONSTRUCCIÓN;210;LATINA;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;;;1755289,00;133073,00;1888362,00;607099,71;0,00;1281262,29;1281262,29;183849,48;0,00;17971,52
;;001;150;13302;60999;2020/000342;2020/000342;APARCAMIENTO DISUASORIO EN SUPERFICIE MAR DE CRISTAL. CONSTRUCCIÓN;216;HORTALEZA;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;;;2200000,00;-974905,93;1225094,07;1225094,07;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13302;60999;2020/000484;2020/000484;APARCAMIENTO DISUASORIO EN VALDEBEBAS. CONSTRUCCIÓN;216;HORTALEZA;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;;;1056892,00;0,00;1056892,00;1056892,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13302;60999;2021/000498;2021/000498;APARCAMIENTO DISUASORIO PUERTA DE ARGANDA. CONSTRUCCIÓN;216;HORTALEZA;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;;;0,00;16582,77;16582,77;0,00;0,00;16582,77;16582,77;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;150;13302;60999;2020/000342;2020/000342;APARCAMIENTO DISUASORIO EN SUPERFICIE MAR DE CRISTAL. CONSTRUCCIÓN;216;HORTALEZA;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;;;0,00;10191,49;10191,49;0,00;0,00;10191,49;10191,49;0,00;0,00;0,00
4;SC Y CE FINANC. CON RTG;001;150;13302;60999;2019/000730;2019/000730;APARCAMIENTO DISUASORIO EN SUPERFICIE AVIACIÓN ESPAÑOLA. CONSTRUCCIÓN;210;LATINA;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;;;0,00;8752,01;8752,01;8752,01;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13302;62200;2018/000648;2018/020648;APARCAMIENTO DISUASORIO CANILLEJAS, AV.AMÉRICA-AV.LOGROÑO, BARRIO DE PALOMAS. CONSTRUCCIÓN;216;HORTALEZA;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;;;4010540,00;0,00;4010540,00;4010540,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;13302;62200;2019/000729;2019/000729;APARCAMIENTO DISUASORIO EN VILLAVERDE BAJO CRUCE. CONSTRUCCIÓN (ID 17:4403);217;VILLAVERDE;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;5411743,00;0,00;5411743,00;400000,17;0,00;5011742,83;0,00;0,00;0,00;0,00
;;001;150;13302;62200;2019/003889;2019/003889;APARCAMIENTO EN LA PLAZA DE SANTO DOMINGO. CONSTRUCCIÓN;201;CENTRO;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;;;2548995,00;850598,00;3399593,00;16599,83;0,00;3382993,17;3382993,17;624698,18;0,00;0,00
;;001;150;13302;62200;2020/000447;2020/000447;APARCAMIENTO DISUASORIO EN ESTACIÓN DE ARAVACA. CONSTRUCCIÓN;209;MONCLOA-ARAVACA;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;;;4400000,00;-3661226,55;738773,45;609391,78;0,00;129381,67;129381,67;0,00;0,00;0,00
;;001;150;13302;62200;2020/000604;2020/000604;APARCAMIENTO DISUASORIO BAJO CALZADA C/PLAYA DE RIAZOR,ENTRE C/ALCAÑIZ Y PLAYA AMÉRICA. CONSTRUCCIÓN;221;BARAJAS;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;;;71895,00;0,00;71895,00;0,57;0,00;71894,43;71894,43;0,00;0,00;0,00
;;001;150;13302;62200;2020/000606;2020/000606;APARCAMIENTO DISUASORIO EN TRES OLIVOS, BAJO ZONA VERDE EN C/AFUERAS DE VALVERDE. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;;;63507,00;550000,00;613507,00;550000,26;0,00;63506,74;63506,74;63506,74;0,00;63506,74
;;001;150;13302;62200;2021/000515;2021/000515;APARCAMIENTO DISUASORIO PACO DE LUCÍA, COLONIA MIRASIERRA. CONSTRUCCIÓN;208;FUENCARRAL-EL PARDO;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;;;0,00;147451,00;147451,00;12427,05;0,00;135023,95;135023,95;0,00;0,00;0,00
;;001;150;13302;62200;2021/001129;2021/001129;APARCAMIENTO EN PASEO ARTILLEROS, VICÁLVARO. CONSTRUCCIÓN;219;VICALVARO;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;;;0,00;500000,00;500000,00;500000,00;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;150;13302;62200;2017/001449;2017/001449;APARCAMIENTO SUBTERRÁNEO CAMINO DE VALDERRIBAS, PUENTE DE VALLECAS. CONSTRUCCIÓN;213;PUENTE DE VALLECAS;07;INFRAESTRUCTURAS;02;CONSTRUCCIÓN Y/O ADQUISICIÓN DE APARCAMIENTOS;;;;;;;0,00;66112,46;66112,46;0,00;0,00;66112,46;66112,46;0,00;0,00;0,00
;;001;150;15323;61901;2011/000318;2011/000318;MADRID CALLE 30 S.A. INVERSIONES DE REPOSICIÓN;998;VARIOS DISTRITOS;07;INFRAESTRUCTURAS;01;CIRCUNVALACIÓN M-30;;;;;;;13355708,00;0,00;13355708,00;0,92;0,00;13355707,08;13355707,08;0,00;0,00;0,00
;;001;150;15330;60999;2019/000791;2019/000791;SOTERRAMIENTO AUTOPISTA A5 Y PASEO VERDE DEL SUROESTE. CONSTRUCCIÓN;210;LATINA;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;;;;;;;3143306,00;0,00;3143306,00;0,84;65244,41;3078060,75;3078060,75;492451,72;0,00;492451,72
;;001;150;15330;60999;2020/000278;2020/000278;OBRAS EJECUCIÓN NUDO NORTE M-30 MADRID;205;CHAMARTIN;07;INFRAESTRUCTURAS;01;CIRCUNVALACIÓN M-30;;;;;;;9061105,00;-7784,17;9053320,83;23737,36;0,00;9029583,47;9029583,47;22455,86;0,00;21943,64
;;001;150;15330;60999;2020/000278;2020/000278;OBRAS EJECUCIÓN NUDO NORTE M-30 MADRID;208;FUENCARRAL-EL PARDO;07;INFRAESTRUCTURAS;01;CIRCUNVALACIÓN M-30;;;;;;;21142579,00;-18163,73;21124415,27;55387,18;0,00;21069028,09;21069028,09;52397,00;0,00;51201,84
;;001;150;15330;61904;2021/000496;2021/000496;CARRIL BICI EJE PRADO-RECOLETOS-CASTELLANA TRAMO PLAZA CASTILLA-RAIMUNDO FERNANDEZ VILLAVERDE;205;CHAMARTIN;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;;;;;;;400000,00;0,00;400000,00;382116,20;0,00;17883,80;17883,80;0,00;0,00;0,00
;;001;150;16001;60904;2015/000223;2015/000223;TRAMO SUPERIOR ARROYO DE LOS MIGUELES. ACONDICIONAMIENTO;219;VICALVARO;09;MEDIO AMBIENTE;04;INSTALACIONES PARA LA DEPURACIÓN DEL AGUA;;;;;;;489567,00;0,00;489567,00;72311,42;0,00;417255,58;417255,58;261518,45;0,00;261518,45
;;001;150;16001;60904;2021/000358;2021/000358;ENTORNOS HÍDRICOS EN LA CIUDAD DE MADRID. POLÍTICAS AMBIENTALES;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;767500,00;0,00;767500,00;767500,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;16001;60914;2015/000215;2015/000215;COLECTOR DOBLADO DE VICÁLVARO. CONSTRUCCIÓN;219;VICALVARO;09;MEDIO AMBIENTE;03;ALCANTARILLADO Y COLECTORES;;;;;;;10387373,00;0,00;10387373,00;0,00;0,00;10387373,00;10387373,00;2066591,77;0,00;2066591,77
;;001;150;16001;60914;2015/000216;2015/000216;DRENAJE VÍA DE SERVICIO DE LA N-III A LA ALTURA DEL ENSANCHE DE VALLECAS;219;VICALVARO;09;MEDIO AMBIENTE;03;ALCANTARILLADO Y COLECTORES;;;;;;;2647788,00;96725,44;2744513,44;0,00;0,00;2744513,44;2744513,44;0,00;0,00;0,00
;;001;150;16001;60914;2015/000224;2015/000224;AUMENTO DE LA CAPACIDAD DEL DESAGÜE DEL TRAMO INFERIOR ARROYO DE LOS MIGUELES;219;VICALVARO;09;MEDIO AMBIENTE;03;ALCANTARILLADO Y COLECTORES;;;;;;;1840000,00;-1300000,00;540000,00;540000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;16001;60914;2019/000666;2019/000666;COLECTOR VICÁLVARO A, SECTOR LOS AHIJONES. CONSTRUCCIÓN;219;VICALVARO;09;MEDIO AMBIENTE;03;ALCANTARILLADO Y COLECTORES;;;;;;;8727458,00;0,00;8727458,00;0,00;0,00;8727458,00;0,00;0,00;0,00;0,00
;;001;150;16001;60914;2020/000164;2020/000164;COLECTOR LOPEZ DE HOYOS EN PASO INFERIOR ALFONSO XIII. OBRAS DOBLADO;205;CHAMARTIN;09;MEDIO AMBIENTE;03;ALCANTARILLADO Y COLECTORES;;;;;;;812928,00;-216902,78;596025,22;596025,22;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;16001;60914;2020/000323;2020/000323;COLECTOR EN C/ EDUARDO BARREIROS. CONSTRUCCIÓN;217;VILLAVERDE;09;MEDIO AMBIENTE;03;ALCANTARILLADO Y COLECTORES;;;;;;;1026230,00;35414,00;1061644,00;0,72;0,00;1061643,28;35413,76;0,00;0,00;0,00
;;001;150;16001;60914;2021/000235;2021/000235;INTERVENCIONES EN COLECTORES, ACTUACIONES DE DRENAJE Y DESAGÜE;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;03;ALCANTARILLADO Y COLECTORES;;;;;;;1060000,00;0,00;1060000,00;1060000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;16001;60914;2021/000288;2021/000288;REDACCIÓN DE PROYECTOS DE OBRAS DE INGENIERÍA DEL AGUA;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;74534,00;-32100,00;42434,00;42434,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;16001;60914;2021/000290;2021/000290;ASISTENCIAS TÉCNICAS PARA LAS OBRAS DE INGENIERÍA DEL AGUA;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;789320,00;-35414,00;753906,00;753906,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;16001;60915;2021/000284;2021/000284;HIDRANTES EN LA VÍA PÚBLICA. INSTALACIÓN;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;80000,00;-51771,13;28228,87;28228,87;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;16001;60915;2021/000284;2021/010284;HIDRANTES EN EL DISTRITO FUENCARRAL-EL PARDO. INSTALACIÓN;208;FUENCARRAL-EL PARDO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;21255,87;21255,87;0,00;0,00;21255,87;21255,87;0,00;0,00;0,00
;;001;150;16001;60915;2021/000284;2021/020284;HIDRANTES EN EL DISTRITO PUENTE DE VALLECAS. INSTALACIÓN;213;PUENTE DE VALLECAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;4898,90;4898,90;0,00;0,00;4898,90;4898,90;0,00;0,00;0,00
;;001;150;16001;60915;2021/000284;2021/030284;HIDRANTES EN EL DISTRITO DE HORTALEZA. INSTALACIÓN;216;HORTALEZA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;10499,99;10499,99;0,00;0,00;10499,99;10499,99;0,00;0,00;0,00
;;001;150;16001;60915;2021/000284;2021/040284;HIDRANTES EN EL DISTRITO DE VICÁLVARO. INSTALACIÓN;219;VICALVARO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;10215,87;10215,87;0,00;0,00;10215,87;10215,87;0,00;0,00;0,00
;;001;150;16001;60915;2021/000284;2021/050284;HIDRANTES EN EL DISTRITO DE SAN BLAS-CANILLEJAS. INSTALACIÓN;220;SAN BLAS-CANILLEJAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;4900,50;4900,50;0,00;0,00;4900,50;4900,50;0,00;0,00;0,00
;;001;150;16001;60916;2021/001191;2021/001191;FUENTE ORNAMENTAL ENTRE LAS CALLES MARCELO USERA Y MANUEL NOYA. CONSTRUCCIÓN;212;USERA;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;26405,87;26405,87;0,00;0,00;26405,87;26405,87;0,00;0,00;0,00
;;001;150;16001;60999;2019/003452;2019/003452;SENDA PEATONAL ENTRE MADRID RÍO Y EL PARQUE LINEAL EN MARGEN DERECHA RÍO MANZANARES;212;USERA;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;889594,00;0,00;889594,00;114881,02;0,00;774712,98;774712,98;281856,58;0,00;281856,58
;;001;150;16001;60999;2019/004342;2019/004342;ZONAS AJARDINADAS DEL DISTRITO C - LAS TABLAS. RED DE AGUA REGENERADA;208;FUENCARRAL-EL PARDO;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;1465385,00;-62611,47;1402773,53;74695,57;0,00;1328077,96;1328077,96;556404,30;0,00;556404,30
;;001;150;16001;60999;2020/000667;2020/000667;SENDA ECOLÓGICA POR LA MARGEN IZQUIERDA DEL RÍO MANZANARES. AMPLIACIÓN;217;VILLAVERDE;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;30406,33;30406,33;0,00;0,00;30406,33;30406,33;0,00;0,00;0,00
;;001;150;16001;60999;2020/000692;2020/000692;DEPÓSITO DE AGUA EN EL PARQUE JUAN XXIII. CONSTRUCCIÓN;209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;04;INSTALACIONES PARA LA DEPURACIÓN DEL AGUA;;;;;;;0,00;32205,14;32205,14;0,00;0,00;32205,14;32205,14;32205,14;0,00;0,00
;;001;150;16001;60999;2021/000358;2021/000358;ENTORNOS HÍDRICOS EN LA CIUDAD DE MADRID. POLÍTICAS AMBIENTALES;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;502500,00;-53965,87;448534,13;448534,13;0,00;0,00;0,00;0,00;0,00;0,00
;;001;150;16001;60999;2021/001001;2021/001001;PANEL INFORMATIVO VIAJE DE AGUA ÁRABE, PLAZA DE LOS CARROS. INSTALACIÓN;201;CENTRO;09;MEDIO AMBIENTE;03;ALCANTARILLADO Y COLECTORES;;;;;;;0,00;27560,00;27560,00;5175,00;0,00;22385,00;22385,00;0,00;0,00;0,00
;;001;150;16001;61914;2020/000602;2020/000602;TÚNELES AZCA Y ZONAS SUBTERRÁNEAS. MEJORA Y ADECUACIÓN DEL DRENAJE;206;TETUAN;09;MEDIO AMBIENTE;03;ALCANTARILLADO Y COLECTORES;;;;;;;60466,00;0,00;60466,00;0,64;0,00;60465,36;60465,36;0,00;0,00;0,00
