CeGe;Prog. Finan.;Objetivo;Hipertexto Objetivo;Memoria Objetivo
001214;43110;01;PROMOVER LA MODERNIZACIÓN Y EL APOYO DEL PEQUEÑO COMERCIO EN EL DISTRITO.;
001214;92001;01;PROMOVER LA EFICAZ GESTIÓN DE LOS SERVICIOS COMPETENCIA DE LA JUNTA MUNICIPAL, APORTANDO LOS MEDIOS NECESARIOS PARA EL DESARROLLO DE LAS FUNCIONES DE LA MISMA MEDIANTE LOS CORRESPONDIENTES PROCEDIMIENTOS DE CONTRATACIÓN.;Este apartado comprende la tramitación de expedientes de suministro de material, arrendamiento de fotocopiadoras, vehículos, seguridad en los edificios adscritos al Distrito, así como la prestación de otros servicios variados como la coordinación de seguridad y  salud en las obras efectuados con cargo al presupuesto. También se incluyen dentro del mismo la adquisición del material ordinario no inventariable necesario para el funcionamiento de los servicios administrativos.  La eficacia y excelencia de los servicios prestados por este Distrito es el objetivo de este programa y de las actividades que se prestan dentro del mismo, y que afectan a la tramitación de los contratos financiados en otros programas como cultura, actividades deportivas y atención social.  Es especialmente importante cuantitativamente, el número de contratos adjudicados dentro del acuerdo marco denominado 'obras de reforma, reparación y conservación del conjunto de edificios demaniales y patrimoniales adscritos al Distrito de Moratalaz', que asciende a un total de 39.
001214;92001;02;MEJORAR LA GESTIÓN ECONÓMICA OPTIMIZANDO LA RECAUDACIÓN DE LOS INGRESOS RELATIVOS A LA COMPETENCIA DEL DISTRITO Y LA TRAMITACIÓN DE LOS EXPEDIENTES DE GASTO.;En relación con el número de liquidaciones emitidas, señalar que se debe a la gran demanda de solicitudes para el desarrollo de actividades de talleres en los centros culturales del Distrito, ello unido al hecho de que su liquidación se realiza con carácter trimestral. El dato de ejecución no presenta desviación significativa en relación con el del ejercicio 2011 (14.911).
001214;92001;03;AGILIZAR Y MEJORAR LA ASISTENCIA JURÍDICA Y TÉCNICA, TANTO A LOS ÓRGANOS UNIPERSONALES Y COLEGIADOS DEL DISTRITO COMO A LAS UNIDADES ADMINISTRATIVAS DEPENDIENTES DEL DISTRITO, MEDIANTE LA REALIZACIÓN DE INFORMES JURÍDICOS Y LA PREPARACIÓN DE ASUNTOS QUE SE ELEVEN A APROBACIÓN.;Durante el ejercicio 2012, y en base a la distribución de competencias de los órganos del Distrito, se han elevado a la Concejala Presidenta del Distrito propuestas, mayoritariamente en materia de licencias urbanísticas, ocupaciones de la vía pública y ayudas en materia de servicios sociales, así como contratos que por su cuantía, o por derivarse del acuerdo marco, son de competencia de los Concejales Presidentes de los Distritos.  Del mismo modo, las propuestas de resolución elevadas al Gerente del Distrito se corresponde a asuntos referidos a materia sancionadora, disciplina urbanísticas y contratación dentro de los umbrales económicos de su competencia.
001214;92001;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES DE CONCESIÓN DE LICENCIAS URBANÍSTICAS Y DE OCUPACIÓN DEL DOMINIO PÚBLICO LOCAL.;Los expedientes de concesión de licencias urbanísticas, la ocupación del dominio público y el control de la legalidad urbanística son elementos esenciales dentro del volumen de expedientes totales que se tramitan en el Distrito.  Es destacable el hecho de que se ha producido un importante aumento en el número de licencias tramitadas por el procedimiento ordinario común, consecuencia del proceso que se está llevando a cabo en el Distrito consistente en la instalación de ascensores en edificios residenciales, con el fin de proceder a la supresión de barreras arquitectónicas para facilitar la accesibilidad y la movilidad de los vecinos, en numerosos casos de avanzada edad.  En cuanto a las licencias urbanísticas por procedimiento simplificado, sólo se ha tramitado una solicitud, toda vez que este procedimiento se encontraba orientado a la implantación de actividades, tramitándose actualmente conforme a la Ordenanza de Gestión y Control de las Licencias Urbanísticas de Actividades, siendo competente para su resolución la Agencia de Gestión de Licencias Urbanísticas de Actividades, estando excluida la licencia concedida de su ámbito de aplicación por tratarse de un mercado municipal.  Del análisis de los datos obtenidos, se observa que en el año 2012, en el marco de la actual coyuntura económica, y por primera vez desde el año 2006, se ha producido un aumento de un 3,5% en el número de solicitudes de licencias urbanísticas, que han sido 262 en el año 2012, rompiendo la tendencia descendente que venía siendo una constante desde el año 2006.
001214;92001;05;GARANTIZAR LA DISPONIBILIDAD Y FIABILIDAD DE LOS DATOS ESTADÍSTICOS PARA LA GESTIÓN ADMINISTRATIVA MEDIANTE LA ACTUALIZACIÓN PERMANENTE DEL PADRÓN DE HABITANTES.;Se incluyen en este apartado la tramitación de altas, bajas y modificaciones del Padrón de Habitantes, la expedición de volantes y certificaciones de empadronamiento, información general y todo tipo de trámites a realizar con la gestión del padrón. El nivel de ejecución realizado en algunos indicadores, que ha sido inferior a la previsión establecida, es debido al período de inactividad de la OAC como consecuencia de la orden de desalojo del edificio sede de la Junta Municipal de Distrito, por Resolución de 12 de noviembre de 2012, del Director General de Control de la Edificación.
001214;92001;06;AUMENTAR EL CONTROL DE LA LEGALIDAD VIGENTE EN MATERIA DE COMPETENCIA DE LOS ÓRGANOS DEL DISTRITO, MEDIANTE LA REALIZACIÓN DE INSPECCIONES Y LA TRAMITACIÓN DE LOS CORRESPONDIENTES EXPEDIENTES SANCIONADORES.;En este supuesto se incluyen la realización de las inspecciones de oficio o a solicitud del ciudadano, informes técnicos y jurídicos sobre infracciones en diversas materias, como son urbanismo, consumo, terrazas de veladores, etc.  Las inspecciones urbanísticas se incrementan en un 22,7% respecto al año 2011, cuyo objeto, como consecuencia de las competencias actualmente atribuidas a los Distritos, relativas a usos de carácter residencial así como a vías públicas.  Los expedientes sancionadores continúan su progresivo descenso (-60%) desde el año 2010, consecuencia del mayor cumplimiento por los vecinos del Distrito de la normativa de aplicación.
001214;92001;07;FACILITAR AL CIUDADANO SU RELACIÓN CON LA ADMINISTRACIÓN MEDIANTE LA INFORMACIÓN  Y LA ATENCIÓN, EL REGISTRO DE DOCUMENTOS Y LA GESTIÓN DE SUGERENCIAS Y RECLAMACIONES.;En cuanto a las sugerencias y reclamaciones relativas al Distrito, se sitúan en niveles similares a los del año 2010 (147 presentadas), tras el importante aumento que se produjo en el año 2011, que elevó su número hasta 224, como consecuencia del retraso en el inicio de la actividad de los talleres en los Centros Culturales motivado por la interposición del recurso administrativo especial en materia de contratación contra la adjudicación del contrato por el que se prestaban.  En relación al número de personas atendidas, continúa con la tendencia ascendente, habiéndose incrementado un 3,5% con respecto a los datos obtenidos en el año 2010.
001214;92401;01;POTENCIAR LA PARTICIPACIÓN DE LOS VECINOS DEL DISTRITO A TRAVÉS DE LOS CANALES Y ÓRGANOS DE PARTICIPACIÓN CIUDADANA ESTABLECIDOS EN EL REGLAMENTO ORGÁNICO DE PARTICIPACIÓN CIUDADANA DEL AYUNTAMIENTO DE MADRID.  ;Con la finalidad de de fomentar la participación ciudadana, así como de las entidades asociativas del Distrito, han sido utilizados los diversos instrumentos determinados por el marco jurídico vigente y, especialmente, el Consejo Territorial. Puede observarse que el objetivo ha sido alcanzado en tanto que los indicadores no presentan desviaciones significativas con relación a la previsión inicial realizada para el ejercicio 2012 ni sobre el nivel de ejecución del ejercicio pasado. Es especialmente significativo el indicador que mide la ratio de asistencia media de miembros al Consejo Territorial, cuyo nivel de ejecución ha duplicado la previsión inicial, lo que es manifestación de la correcta actividad realizada de difusión e impulso de este relevante órgano de participación ciudadana, tal y como se determina por el Reglamento Orgánico de Participación Ciudadana del Ayuntamiento de Madrid.
001214;92401;02;FOMENTAR EL ASOCIACIONISMO Y LA REALIZACIÓN DE PROYECTOS PARA EL DESARROLLO SOCIAL DEL DISTRITO.;Durante el ejercicio 2012 se ha publicado y resuelto la convocatoria de subvenciones para el fomento de la participación ciudadana del Distrito, a favor de entidades sin ánimo de lucro inscritas en el Registro de Entidades Municipales. A estos efectos, se ha contado con un crédito comprometido por importe de 16.192 euros afectado a la línea subvencional de ejecución de proyectos, otorgándose prioridad a aquellos proyectos que comporten el uso de nuevas tecnologías de la información y de la comunicación (TICs), así como los que desarrollen actuaciones de carácter medioambiental o de Agenda 21. Dentro de este objetivo, cabe señalar que para el año 2012 trece asociaciones han presentado solicitud de subvención, como consecuencia de la campaña de difusión realizada. Fueron concedidas un total de trece subvenciones, lo que supone un incremento del 18,2% sobre el mismo indicador en el ejercicio 2011. Destaca el incremento experimentado en el número de asociaciones inscritas en el Registro de Entidades Municipales con relación al ejercicio 2011, cifrado en un 4,3%.
001214;93302;01;CONSERVAR LOS EDIFICIOS MUNICIPALES DEL DISTRITO Y SUS INSTALACIONES EN CONDICIONES IDÓNEAS PARA SU USO MEDIANTE LA REALIZACIÓN DE LAS CORRESPONDIENTES ACCIONES DE LIMPIEZA Y MANTENIMIENTO.;Para cumplir este objetivo se han realizado trabajos de reparación y conservación en edificios del Distrito, con una gran variedad de tareas.  Entre otros trabajos, se han llevado a cabo en el Centro de Mayores de Arroyo Belincoso la subsanación de deficiencias eléctricas como consecuencia de la inspección periódica (OCAs) de la instalación eléctrica que se realizó por parte de un organismo certificado de control. La instalación de un sistema de detección y corte automático del suministro de gas para cumplir con la normativa que regula estas instalaciones. Y la instalación de nueva señalización de emergencia y un sistema de alarma sonora en una puerta de salida de emergencia.  En el Centro de Mayores Isaac Rabín, el cambio de las dobles puertas de entrada y salida al centro. Colocación de una marquesina de entrada al edificio. Colocación de una toma de televisión en la planta semisótano. Instalación de dos nuevos fancoil de techo en una zona común de la planta primera dedicada a Alzehimer. Colocación de espejos en dos salas de actividades donde se realizan clases de baile y gimnasia. Subsanación de deficiencias eléctricas como consecuencia de la inspección periódica (OCAs) de la instalación eléctrica que se realizó por parte de un organismo certificado de control.  En el Centro de Mayores Nicanor Barroso, la colocación de urinarios en los aseos de plantas sótano, baja y primera. Colocación de 2 inodoros más en la Planta Segunda. Colocación de chapa perforada en el vallado de parcela en la zona de maquinaria para evitar que desde el exterior se introduzca comida para gatos, lo que produce problemas higiénicos y de mantenimiento. Colocación de persianas en dos despachos de la fachada. Colocación de barras antipánico en alguna de las puertas de emergencia existentes.  En el Centro cultural y juvenil, pintura de la zona común de escalera y planta primera. Reforma de la puerta de entrada a sala de estudio. Canalización de los cables de la sala de informática y colocación de bases eléctricas fijas. Colocación de láminas de control solar. Rejas interiores en aseos de planta baja para evitar actos vandálicos en el centro. Válvula de corte del suministro de gas en la sala de calderas. Subsanación de deficiencias eléctricas como consecuencia de la inspección periódica (OCAs) de la instalación eléctrica que se realizó por parte de un organismo certificado de control.  En el Centro de Servicios Sociales, la subsanación de deficiencias eléctricas como consecuencia de la inspección periódica (OCAs) de la instalación eléctrica que se realizó por parte de un organismo certificado de control. Cambio de las puertas de entrada y salida del edificio por no cumplir con las dimensiones mínimas marcadas en la normativa para poder considerar el edificio accesible.  En el Centro Cultural Eduardo Chillida, la subsanación de deficiencias eléctricas como consecuencia de la inspección periódica (OCAs) de la instalación eléctrica que se realizó por parte de un organismo certificado de control.  En el Centro Cultural El Torito, la mejora de la climatización del salón de actos y la subsanación de deficiencias eléctricas como consecuencia de la inspección periódica (OCAs) de la instalación eléctrica que se realizó por parte de un organismo certificado de control.  En el edificio sede del Distrito, la sustitución del contador de gas. Instalación de válvula de corte automático de suministro de gas. Subsanación de deficiencias eléctricas como consecuencia de la inspección periódica (OCAs) de la instalación eléctrica que se realizó por parte de un organismo certificado de control. Instalación de persianas exteriores fachada trasera planta primera y segunda.  En la Biblioteca Miguel Delibes, la subsanación de deficiencias eléctricas como consecuencia de la inspección periódica (OCAs) de la instalación eléctrica que se realizó por parte de un organismo certificado de control. Instalación de persianas exteriores fachada trasera Planta primera y segunda.
001214;93302;02;GARANTIZAR LA SEGURIDAD DE LOS CIUDADANOS Y USUARIOS DE LOS EDIFICIOS PÚBLICOS Y MEJORAR LA ACCESIBILIDAD A LOS MISMOS MEDIANTE LAS CORRESPONDIENTES OBRAS DE REFORMA.;El objetivo primordial de esta partida es garantizar que los edificios y sus instalaciones están en condiciones óptimas para conseguir el bienestar y seguridad de todas las personas que se encuentren en los mismos.  Hay que hacer mención que la aplicación presupuestaria 227.06 'estudios y trabajos técnicos' ha tenido un nivel de ejecución real del 69,1%, por cuanto resultó afectada por un acuerdo de no disponibilidad por importe de 1.250 euros, lo que implicó la imposibilidad de realizar el conjunto de actuaciones programadas en esta materia. De cualquier forma, debe indicarse que se van a realizar durante los meses de mayo y junio de 2013 y que fueron implantados en el ejercicio 2011.
001215;15502;01;GESTIONAR EFICAZMENTE LAS ACTUACIONES MUNICIPALES EN LAS VÍAS PÚBLICAS QUE HAN SIDO DELEGADAS EN LOS DISTRITOS.;En la actuación realizada por el Distrito en este apartado se distinguen dos tramitaciones diferenciadas: la gestión de la construcción y demolición de pasos de vehículos de particulares y la modificación de pasos de vehículos en edificios municipales adscritos, así como pequeñas obras en mercadillos.  En el primer apartado se destaca que gran parte de los vecinos que han ejecutado pasos de vehículos lo han hecho directamente por su cuenta con empresas homologadas autorizadas, es decir, mediante obras que no han tenido trascendencia presupuestaria para el Distrito y que no están contempladas en los indicadores de más abajo.  Por otro lado, en lo que se refiere a obras municipales, destacamos los arreglos realizados en la explanada donde semanalmente tiene lugar el mercadillo de la calle Gandhi.
001215;23102;01;APOYAR A LAS FAMILIAS DEL DISTRITO EN LA CRIANZA Y EDUCACIÓN DE SUS HIJOS MEDIANTE PRESTACIONES DE CARÁCTER SOCIAL Y EDUCATIVO QUE PROMUEVAN EL DESARROLLO INTEGRAL DE LOS MENORES Y FAVOREZCAN LA CONCILIACIÓN DE LA VIDA FAMILIAR Y LABORAL.;Las prestaciones de carácter social y educativo con las que cuenta este Distrito para el cumplimiento de este objetivo son: ayudas económicas para pago de escuelas infantiles, pago de comedor escolar y alojamientos para emergencias.  En el presente año se han concedido 24 ayudas económicas para escuelas infantiles privadas teniendo dichas ayudas un carácter subsidiario para atender a aquellas familias que no han llegado en plazo a solicitar plaza pública, están en situación de riesgo social y la intervención sociofamiliar hace necesario dicho apoyo. No se ha cumplido la previsión al contar este Distrito con seis guarderías públicas que asumen la cobertura de dicha necesidad.  Con respecto a las ayudas económicas para comedor escolar, se han concedido 77 ayudas, 57 más de las previstas.  En el año 2012 se ha concedido 4 ayudas económicas de emergencia de alojamiento para familias en situación de riesgo por crisis s obrevenidas.  En el servicio de ayuda a domicilio, el perfil de familias atendidas por este servicio es de familia monoparental, con falta de apoyos familiares para conciliar la vida laboral y familiar. En 2012 han contado con dicho servicio 33 menores, lo que ha facilitado que acudan a los centros escolares acompañados y puedan participar en actividades socioeducativas necesarias para reducir el riesgo en el que se encuentran. La previsión no se ha cumplido al encontrarse más familias en paro y no tener las dificultades de conciliación de la vida familiar y laboral.  Respecto a la Escuela de Padres, se han realizado cuatro ediciones, tres en Institutos de educación secundaria y una en el centro de Servicios Sociales. Las horas de escuela de padres se han reducido debido a la modificación del programa, pasando de 18 a 12 sesiones. Esta modificación ha supuesto una reducción del número de horas pasando de 110 a 96 horas. La participación de los padres sigue siendo numerosa con una asistencia media de 70 padres de los 80 que estaban inscritos.  Respecto al proyecto de comidas a unidades familiares en situación de riesgo sobrevenido, se han concedido a nueve familias, con un total de 635 comidas.
001215;23102;02;ATENDER A FAMILIAS Y MENORES EN SITUACIÓN DE RIESGO SOCIAL MEDIANTE PROGRAMAS DE INTERVENCIÓN PSICOSOCIAL.;"En el curso escolar 2011-2012 se ha contado con un centro de Día (Centro de Día Cruz Roja), ubicado en el Colegio Público del Distrito Leopoldo Alas. El total de plazas con las que se cuenta es de 45. A lo largo del curso escolar se han podido beneficiar de este recurso 65 menores, siendo en todo momento, la ocupación de un cien por cien.  El Programa de Apoyo Socioeducativo y Prelaboral para adolescentes (ASPA) cuenta con tres áreas de intervención: prelaboral, socioeducativo y de prevención de la violencia. Durante el año 2012, han estado interviniendo con 90 jóvenes derivados de los Servicios Sociales, 57 de los cuales han sido de nueva incorporación.  En el Distrito se ha continuado con el Proyecto denominado 'Entorno al Hogar' para dar cobertura a menores en situación de vulnerabilidad y que no cuentan con plaza en los anteriores proyectos. Han disfrutado del mismo un total de 20 menores.  En esta área de intervención se incluye el Programa de  Educación Social que ha atendido a 502 menores y adolescentes a nivel individual y 234 menores y adolescentes a nivel grupal. Los menores participantes en actividades de carácter comunitario han sido 1.665.  Al Centro de Apoyo a las Familias (CAF), como recurso especializado, se han derivado 15 familias, que han requerido coordinación y seguimiento entre los Servicios Sociales y el centro especializado. Durante el año 2012 solo se han contabilizado los casos que han requerido de una coordinación posterior a la derivación. Desde el Departamento no se han contabilizado las informaciones y orientaciones que se han realizado desde las unidades de Primera Atención y Zona que no requieren un seguimiento posterior.  La Comisión de Apoyo Familiar, ha llevado a cabo 10 reuniones durante el año 2012. Ha realizado valoración o seguimiento a un total de 57 unidades familiares. El número de menores atendidos ha sido 86, un 14,6% más que en el año anterior. Las medidas de protección de los menores en el momento de ser presentados a la Comisión de Apoyo Familiar han sido: 47% con medida de guarda en centro de protección, 11% de casos de reforma, 28% casos para valorar tutela, 13% en acogimiento biológico y un 1% en acogimiento familiar no biológico.  En el Equipo de Trabajo con Menores y Familia se han realizado 31 reuniones de trabajo, utilizándose 198 horas aproximadamente que coinciden con las establecidas en otros años Se han valorado 258 menores, de los cuales 84 han sido nuevos, de estos casos se han derivado al Centro de Atención a la Infancia 58. El número de derivaciones es significativamente inferior a la previsión, ya que, solo se derivan menores en situación de riesgo de moderado a grave y con posible medida de protección, lo que justifica también que no se haya conseguido la previsión establecida, ya que, los casos de menores que se valoran en este Equipo de Trabajo con Menores y Familia se encuentran en situación de riesgo socio familiar.  Respecto a medidas o derivaciones al Servicio de Apoyo Residencial para menores se han valorado o revisado 30 casos, un 50% más de lo previsto.  Así mismo se han derivado 12 familias al Servicio de Implicación Familiar y 29 familias al Servicio de Seguimiento de Acogimientos Familiares.  La Comisión de Absentismo ha realizado 10 reuniones de tres horas de duración, alcanzándose las treinta horas previstas, y se han valorado 80 casos de menores absentistas.  Existe un voluntariado para favorecer e impulsar la solidaridad y participación social de los vecinos, en el desarrollo de los Servicios Sociales. Durante el año han participado un total de 90 voluntarios, en talleres de mayores y 14 voluntarios en el resto de actividades del Departamento. Además de lo realizado por los voluntarios que coordinan talleres en los Centros Municipales de Mayores, se han realizado por parte del resto de los voluntarios del Distrito 589 servicios de acompañamiento en el domicilio; 39 acompañamientos al médico y 50 acompañamientos o realización de gestiones para diferentes tramitaciones relacionadas con la prestaciones que se gestionan desde los Servicios Sociales.  Se ha realizado una Jornada Formativa con los voluntarios del Distrito, además de una coordinación permanente con los mismos por parte del equipo directivo del departamento."
001215;23106;01;GARANTIZAR LA ATENCIÓN SOCIAL DE LOS CIUDADANOS EN EL SISTEMA PÚBLICO DE SERVICIOS SOCIALES.;Durante 2012 se han atendido a 3.355 personas en las Unidades de Trabajo Social de Primera Atención. Para realizar estas atenciones se ha alcanzado una media de 70 entrevistas por trabajador social adscrito a esta Unidad. De estas personas atendidas, 1.540 han sido altas nuevas. Estas personas se han atendido en 8.780 entrevistas. Las previsiones no se han conseguido debido a que en el año 2012 el número de trabajadores sociales adscritos a esta unidad se ha reducido.  Los casos de urgencias atendidos en la Unidad de Trabajo Social de Primera Atención han sido de media 260, a una media de tres casos a la semana por Trabajador Social de primera atención. Cabe indicar que no se han contabilizado las urgencias atendidas por los Trabajadores Sociales de la Unidad de Zona, al contar estos casos con expediente abierto y en intervención.  En el año 2012 en el Distrito de Ciudad lineal han estado en alta 11.134 historias sociales, con un total de 20.265 miembros en dichas historias. Se han realizado 9.000 entrevistas a 4.200 unidades de convivencia. Los datos incluidos más abajo son inferiores a la previsión inicial, debido a que como realizado, sólo se están incorporando aquellos casos en los que el sistema informático ha recogido todos los procesos, mientras que en la previsión se habían incluido los casos abiertos. Actualmente se están revisando todas las historias sociales y el dato estará más cercano a lo previsto.  Se han realizado 876 Informes de Entorno para personas del Distrito que han solicitado el reconocimiento de la situación de dependencia.  El dato concreto del número de inmigrantes atendidos en Primera Atención no se tiene cuantificado, debido a que las informaciones y orientaciones que se realizan están consideradas para la totalidad de la población. Como informaciones específicas, podemos indicar que se ha informado a 37 personas para la realización del retorno voluntario y 15 personas han solicitado información sobre los informes de arraigo. En la unidad de Trabajo social de zona, se tienen contabilizadas 1.325 historias sociales cuyo titular es inmigrante. Con dichas familias se realiza intervención con gestión de prestaciones y acceso a recursos socioeducativos para los menores.  En el Distrito de Ciudad Lineal contamos desde el 2010 con el Proyecto de Intervención Comunitaria Intercultural (ICI) que viene trabajando en el Barrio de Pueblo Nuevo con diferentes proyectos relacionados con la integración de inmigrantes.  Con respecto a necesidades específicas relacionadas con la inmigración, en el Servicio de Asesoría Jurídica se han realizado 487 consultas en el año 2012.  Por último destacar la reorganización de los puntos de atención social realizada con el objetivo de mejorar el servicio y acercarlo a los vecinos. Se ha puesto en marcha un segundo Centro de Servicios Sociales en la calle Santa Felicidad (La Elipa), desde el que se atienden los casos de cinco zonas del Distrito situadas en ese entorno, además de incorporar un punto de primera atención.
001215;23106;02;APOYAR LA INTEGRACIÓN SOCIAL DE LAS PERSONAS DISCAPACITADAS Y SUS FAMILIARES PROPORCIONÁNDOLES LOS RECURSOS Y PRESTACIONES NECESARIAS.;Los recursos con los que contamos para apoyar la integración social de las personas con discapacidad son: prestación del Servicio de Ayuda a Domicilio, proyectos de ocio, formativos, realización de campamentos y Respiro Familiar, además de los programas generales a los que pueden acceder las personas discapacitadas y sus familias.  El Servicio de Ayuda a Domicilio para personas con discapacidad ha dado cobertura a 114 beneficiarios por mes, si bien es inferior a lo previsto, se ha dado cobertura a toda la demanda presentada.  Se han desarrollado dos proyectos para discapacitados, uno de ocio en fines de semana con la realización de salidas extraurbanas con pernoctación, en siete fines de semana del año 2012, en el que han participado 17 discapacitados y cuyo objetivo es descargar al cuidador principal y fomentar las habilidades de autonomía. El otro proyecto tiene como objetivo fomentar las autonomía en la realización de las actividades básicas de la vida diaria de los discapacitados y reducir la sobreprotección que los padres ejercen sobre ellos. En este proyecto se han incorporado 18 discapacitados y sus familias que cuentan con un educador social y cuatro monitores.  En el año 2012 se ha puesto en marcha un nuevo proyecto dirigido a discapacitados y a sus familias, con una intervención en el domicilio para fomentar habilidades en la realización de las actividades básicas de la vida diaria de los discapacitados. En dicho proyecto han participado 18 discapacitados con sus familias.  Desde los Servicios Sociales se canalizan las tramitaciones de las referidas prestaciones para discapacitados. Se han atendido todas las demandas para tramitación del reconocimiento de la Ley de Dependencia, realizando los técnicos municipales los correspondientes Informes de Entorno preceptivos para su valoración.  Las plazas en centros de discapacitados van unidas al reconocimiento de la Ley de Dependencia, por lo que la adjudicación se realiza desde la Comunidad de Madrid una vez que la persona ha obtenido el reconocimiento Programa Individual de Atención (PIA) con prestación de alojamiento residencia.
001215;23106;03;PREVENIR SITUACIONES DE EXCLUSIÓN SOCIAL EXTREMA MEDIANTE PRESTACIONES ECONÓMICAS Y PROYECTOS DE INSERCIÓN SOCIOLABORAL.;"Desde el Distrito se realiza la gestión y seguimiento de la prestación de la Renta Mínima de Inserción de la Comunidad de Madrid (RMI). En este año han sido perceptoras un total de 264 unidades familiares.  Se ha contado con un Proyecto de Inserción denominado 'Vulcano Avanza' dirigido a la promoción social e inserción laboral de perceptores de la Renta Mínima de Inserción (RMI). En él han participado 54 beneficiarios; se trata de un proyecto subvencionado por la Comunidad de Madrid que se ha interrumpido en el último trimestre, lo que explica la disminución de participantes respecto a lo previsto."
001215;23301;01;GARANTIZAR LA ATENCIÓN DE LAS NECESIDADES DE LA POBLACIÓN MAYOR DEL DISTRITO EN SU PROPIO ENTORNO SOCIAL.;Desde el Servicio de Ayuda a Domicilio (SAD) se garantiza la atención de las necesidades de la población mayor de 65 años en su domicilio, favoreciendo así la permanencia en el propio entorno, mediante las siguientes prestaciones: auxiliar domiciliaria, comida a domicilio, teleasistencia, lavandería, adaptaciones geriátricas y ayudas técnicas (grúas y camas articuladas).  La prestación de servicio de Ayuda a Domicilio, ha dado cobertura a de 2.600 usuarios, 1.950 de atención Primaria y 650 de Dependencia. La reducción sobre las previsiones se explica por la exigencia del reconocimiento previo de la condición de dependencia para la prestación efectiva del Servicio de Ayuda a Domicilio. No obstante, para los casos nuevos que son urgentes se realiza un procedimiento especial, con alta en el servicio en menos de 48 horas y que en el año 2012 se ha tenido que realizar en 50 casos.  Con respecto al servicio de Comida a Domicilio, la media ha sido de 173 comidas mensuales. El servicio de Lavandería Domiciliaria se mantiene en 14 usuarios al año, por debajo de las previsiones de 25 beneficiarios debido a que es un servicio muy específico, en las que se tienen que dar unas condiciones muy concretas bien a nivel físico, psíquico o de habitabilidad en el domicilio, siendo reducido el numero de personas en el Distrito que se ajusten a estas tipologías y a esta necesidad concreta.  Las ayudas Técnicas, que buscan mejorar y favorecer la estancia del mayor en su domicilio, consisten en la gestión de camas articuladas y grúas para aquellas personas encamadas con graves problemas de movilidad. De las camas adaptadas se han  concedido 32 camas de las que se han  beneficiado 60 usuarios y para el caso de las grúas ha pasado el número de beneficiarios de 23 a 18 en el presente ejercicio.  Respecto a la Teleasistencia, se han realizado un total de 1.529 altas nuevas, que sumadas a las que ya están en alta hacen un total de 10.773 beneficiarios.  En relación a las Ayudas para Adaptaciones Geriátricas, que consisten en el pago de ayudas económicas complementarias a la aportación del mayor, y cuyo fin es eliminar barreras arquitectónicas en la vivienda de residencia de los mayores, son valoradas técnicamente por terapeutas ocupacionales. La prestación ha representado un gasto anual de 35.371 euros que ha supuesto la concesión de 39 ayudas.  Paralelamente a las tramitaciones de prestaciones que en este apartado se indican, hay que hacer referencia a que, en la mayoría de los casos, se informa sobre la Ley de Dependencia y se tramitan dichos expedientes, por lo que en el año 2012 se han realizado 1.356 informes de entorno como documentación adjunta a dicha solicitud y se han realizado 345 solicitudes de revisiones del Programa Individualizado de Atención (PIA).
001215;23301;02;POTENCIAR LA PARTCIPACIÓN DEL MAYOR EN LA VIDA SOCIAL Y PREVENIR SU DETERIORO FÍSCO-PSÍQUICO MEDIANTE LA REALIZACIÓN DE ACTIVIDADES DE OCIO Y UTILIZACIÓN DEL TIEMPO LIBRE SALUDABLE.;El recurso adecuado para lograr la participación de los mayores en la vida social y prevenir su deterioro son los Centros Municipales de Mayores. Son un lugar de encuentro donde se fomenta la participación en la vida social y se realizan actividades muy variadas, tales como los talleres, dirigidos especialmente a prevenir el deterioro físico y psíquico. En el Distrito de Ciudad Lineal se cuenta con ocho centros municipales. A fecha 31 de diciembre el número total de socios asciende a 26.201.  El número de participantes en los talleres es de 3.879 lo que supone un incremento respecto a lo previsto y que se debe en gran medida al aumento del número de talleres gracias a la colaboración de voluntarios (90 en este año) que los desarrollan como monitores de los mismos, y a los realizados por los animadores y monitores contratados para la realización de talleres.  Respecto al número de excursiones y participantes en las mismas se ha producido un aumento significativo respecto a las previsiones iniciales.
001215;23301;03;APOYAR A LAS FAMILIAS CUIDADORAS PARA PREVENIR SITUACIONES DE RIESGO PARA LOS MAYORES.;El Proyecto Cuidando al Cuidador ofrece apoyo a las familias cuidadoras para prevenir situaciones de riesgo en los mayores dependientes. Este refuerzo se lleva a cabo mediante sesiones grupales psicoterapéuticas en las que participan los familiares y cuidadores de personas mayores dependientes del Distrito. Con este proyecto se han beneficiado 44 familias, que se han distribuido en tres grupos, con un total de 26 sesiones de dos horas de duración cada una. Cada grupo está especializado en la intervención con los familiares dependiendo del nivel de sobrecarga.  El Proyecto de Respiro Familiar, ofrece atención sociosanitaria especializada en Centros de Día para mayores dependientes, que funciona los sábados y domingos de 10 a 18 horas. El fin es proporcionar descanso a las familias que atienden a sus mayores. En este Distrito se cuenta con tres Centros de Día Municipales de referencia. En el presente año se han beneficiado del recurso 19 usuarios, doblando casi los datos previstos.
