Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea de Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real;
;;001;180;32601;62599;2023/000071;2023/000071;EQUIPAMIENTO ESCUELAS DE MÚSICA MUNICIPALES;998;VARIOS DISTRITOS;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;;;;;0;23879;23879;23879;0;0;0;0;0;0;
;;001;180;32601;62599;2023/000088;2023/010088;EQUIPAMIENTO ESCUELA MUNICIPAL DE ARTE DRAMÁTICO;201;CENTRO;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;0;4368,34;4368,34;0;0;4368,34;4368,34;4368,34;0;4368,34;
;;001;180;32601;62599;2023/000088;2023/020088;EQUIPAMIENTO RESIDENCIA NUESTRA SEÑORA DE LA PALOMA CERCEDILLA;999;NO DISTRITALIZABLE;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;0;4625,71;4625,71;0;0;4625,71;4625,71;4625,71;0;4625,71;
;;001;180;32601;63599;2023/000088;2023/000088;EQUIPAMIENTO OTROS CENTROS DE ENSEÑANZA;998;VARIOS DISTRITOS;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;0;7500;7500;7500;0;0;0;0;0;0;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;180;32601;62599;2023/000281;2023/000281;EQUIPAMIENTO ESCUELA DE MÚSICA DE MORATALAZ;214;MORATALAZ;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0;89998,74;89998,74;0;1257,5;88741,24;80762,5;80762,5;0;0;
;;001;180;32601;62301;2023/004251;2023/004251;PRÓRROGA CRÉDITO 001180/32601/62301;998;VARIOS DISTRITOS;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;6000;-6000;0;0;0;0;0;0;0;0;
;;001;180;32601;62599;2023/004253;2023/004253;PRÓRROGA CRÉDITO 001180/32601/62599;998;VARIOS DISTRITOS;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;;;;;64470;-64470;0;0;0;0;0;0;0;0;
;;001;180;32601;63300;2023/004254;2023/004254;PRÓRROGA CRÉDITO 001180/32601/63300;998;VARIOS DISTRITOS;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;3000;-3000;0;0;0;0;0;0;0;0;
;;001;180;32601;63599;2023/004255;2023/004255;PRÓRROGA CRÉDITO 001180/32601/63599;998;VARIOS DISTRITOS;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;;;;;20000;-20000;0;0;0;0;0;0;0;0;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;180;33701;62301;2022/000482;2022/000482;EQUIPAMIENTO CENTRO JUVENIL ZOFÍO, C/ AVENA, 5;212;USERA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0;43887;43887;0,3;0;43886,7;43886,7;43797,04;0;0;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;180;33701;62599;2022/000482;2022/000482;EQUIPAMIENTO CENTRO JUVENIL ZOFÍO, C/ AVENA, 5;212;USERA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0;31615,36;31615,36;0;0;31615,36;31615,36;30463,12;0;30463,12;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;180;33701;62599;2022/000482;2022/000482;EQUIPAMIENTO CENTRO JUVENIL ZOFÍO, C/ AVENA, 5;212;USERA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0;56163,15;56163,15;27549,75;0;28613,4;28613,4;27684,23;0;25111,85;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;180;33701;62999;2022/000482;2022/000482;EQUIPAMIENTO CENTRO JUVENIL ZOFÍO, C/ AVENA, 5;212;USERA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0;3776;3776;0,8;0;3775,2;3775,2;3775,2;0;0;
;;001;180;33701;62599;2023/000072;2023/000072;EQUIPAMIENTO CENTROS JUVENILES DE LA CIUDAD;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;0;31986,95;31986,95;31986,95;0;0;0;0;0;0;
;;001;180;33701;62599;2023/000072;2023/020072;EQUIPAMIENTO CENTRO JUVENIL OUKA LEELE;202;ARGANZUELA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;0;60359,72;60359,72;0;15897,34;44462,38;44462,38;44462,38;0;4170,87;
;;001;180;33701;62599;2023/000072;2023/030072;EQUIPAMIENTO CENTRO JUVENIL CARABANCHEL ALTO;211;CARABANCHEL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;0;428,93;428,93;0;0;428,93;428,93;428,92;0;428,92;
;;001;180;33701;62599;2023/000072;2023/040072;EQUIPAMIENTO CENTRO JUVENIL EL SITIO DE MI RECREO;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;0;428,93;428,93;0;0;428,93;428,93;428,92;0;428,92;
;;001;180;33701;62302;2023/004256;2023/004256;PRÓRROGA CRÉDITO 001180/33701/62302;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;1000;-1000;0;0;0;0;0;0;0;0;
;;001;180;33701;62599;2023/004257;2023/004257;PRÓRROGA CRÉDITO 001180/33701/62599;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;261950;-261950;0;0;0;0;0;0;0;0;
;;001;180;33701;62901;2023/004258;2023/004258;PRÓRROGA CRÉDITO 001180/33701/62901;998;VARIOS DISTRITOS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;1500;-1500;0;0;0;0;0;0;0;0;
;;001;190;15320;62500;2023/000105;2023/000105;SERVICIOS ADMINISTRATIVOS ÁREA OBRAS Y EQUIPAMIENTOS. MOBILIARIO Y EQUIPOS DE OFICINA;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;5300;5300;27,3;0;5272,7;5272,7;5272,7;0;5272,7;
;;001;190;15320;62599;2023/000106;2023/000106;SERVICIOS ADMINISTRATIVOS ÁREA OBRAS Y EQUIPAMIENTOS. OTRO MOBILIARIO Y ENSERES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;3228;3228;3,69;0;3224,31;3224,31;3224,29;0;3224,29;
;;001;190;15320;63599;2023/000106;2023/000106;SERVICIOS ADMINISTRATIVOS ÁREA OBRAS Y EQUIPAMIENTOS. OTRO MOBILIARIO Y ENSERES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;5418,36;5418,36;0;0;5418,36;5418,36;5418,36;0;5418,36;
;;001;190;15320;62301;2023/001289;2023/001289;SERVICIOS ADMINISTRATIVOS ÁREA DE OBRAS Y EQUIPAMIENTOS. INSTALACIONES TÉCNICAS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;605;605;4,12;0;600,88;600,88;600,87;0;600,87;
;;001;190;15320;63300;2023/001439;2023/001439;EDIFICIO CALLE BARCO 20-22. OPERADOR DE PUERTAS DE ASCENSORES;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;2783;2783;0;0;2783;2783;2783;0;2783;
;;001;190;15320;63301;2023/001489;2023/001489;EDIFICIO CALLE BARCO, 20-22. INSTALACIÓN CENTRAL RECEPTORA DE ALARMAS;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;1300;1300;69,24;0;1230,76;1230,76;1230,76;0;1230,76;
;;001;190;15320;62500;2023/004259;2023/004259;PRÓRROGA CRÉDITO 001190/15320/62500;999;NO DISTRITALIZABLE;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;31700;-31700;0;0;0;0;0;0;0;0;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60903;2004/001076;2004/001076;C/ALSASUA, AV.PADRE HUIDOBRO,S.GERARDO Y OTRAS. URBANIZACIÓN;998;VARIOS DISTRITOS;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0;168880,23;168880,23;54044,14;0;114836,09;114836,09;0;0;0;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60903;2010/000319;2010/000319;AVDA. MARCONI, 1. URBANIZACIÓN;217;VILLAVERDE;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0;44978,77;44978,77;8430,97;0;36547,8;36547,8;0;0;0;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60903;2014/000254;2014/000254;C/ ALEJANDRO CASONA, 38 C/V. ANGELITA CAMARERO. OBRAS DE URBANIZACIÓN;208;FUENCARRAL-EL PARDO;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0;28925,62;28925,62;2,3;0;28923,32;28923,32;28910,17;0;28910,17;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;190;15321;68101;2016/000519;2016/000519;APR 13.01 SIERRA TOLEDANA. URBANIZACIÓN;213;PUENTE DE VALLECAS;06;URBANISMO;06;URBANIZACIÓN SUELO PATRIMONIAL;;;;;;;0;57364,55;57364,55;0;0;57364,55;57364,55;57364,55;0;57364,55;
4;SC Y CE FINANC. CON RTG;001;190;15321;68101;2016/000519;2016/000519;APR 13.01 SIERRA TOLEDANA. URBANIZACIÓN;213;PUENTE DE VALLECAS;06;URBANISMO;06;URBANIZACIÓN SUELO PATRIMONIAL;;;;;;;0;627517;627517;704,27;0;626812,73;626812,73;626812,73;0;626812,73;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60903;2017/001244;2017/001244;C/ MÁRTIRES DE LA VENTILLA, 2. OBRAS DE URBANIZACIÓN;206;TETUAN;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0;22809,92;22809,92;22809,92;0;0;0;0;0;0;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60903;2018/000594;2018/000594;AV. SANTA CATALINA, S/N. OBRAS ACCESORIAS DE URBANIZACIÓN;213;PUENTE DE VALLECAS;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0;34710,74;34710,74;34710,74;0;0;0;0;0;0;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60903;2018/000595;2018/000595;C/ MANUEL CANO, 2. OBRAS ACCESORIAS DE URBANIZACIÓN;213;PUENTE DE VALLECAS;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0;12396,69;12396,69;33,74;0;12362,95;12362,95;12362,95;0;12362,95;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60903;2018/000597;2018/000597;C/ ADRIÁN ANDRÉS, 1. OBRAS ACCESORIAS DE URBANIZACIÓN;209;MONCLOA-ARAVACA;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0;96361,37;96361,37;25928,17;0;70433,2;70433,2;41640,49;0;41640,49;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60903;2018/000602;2018/000602;C/ ANTONIA LANCHA, 10. OBRAS ACCESORIAS DE URBANIZACIÓN;211;CARABANCHEL;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0;25799,47;25799,47;25799,47;0;0;0;0;0;0;
;;001;190;15321;61910;2018/008290;2018/008290;CALZADAS Y ACERAS EN EL DISTRITO DE CIUDAD LINEAL. OBRAS DE MEJORA (ID 18: 3139);215;CIUDAD LINEAL;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0;95264;95264;0,58;0;95263,42;95263,42;95263,42;0;95263,42;
;;001;190;15321;61910;2018/008291;2018/008291;CALZADAS Y ACERAS EN EL DISTRITO SAN BLAS-CANILLEJAS. REHABILITACIÓN (ID 18: 793);220;SAN BLAS-CANILLEJAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0;56333,85;56333,85;0;0;56333,85;56333,85;56333,85;0;56333,85;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60903;2019/000603;2019/000603;C/ PICO DE LA MIEL, 18. OBRAS ACCESORIAS DE URBANIZACIÓN;209;MONCLOA-ARAVACA;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0;32479,34;32479,34;1181,76;0;31297,58;31297,58;0;0;0;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60903;2019/000672;2019/000672;C/ VÍA DE LOS POBLADOS, 7. OBRAS ACCESORIAS DE URBANIZACIÓN;216;HORTALEZA;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0;109298,79;109298,79;25631,24;0;83667,55;83667,55;83667,55;0;83667,55;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60902;2019/000745;2019/000745;CASCO HISTÓRICO CARABANCHEL ALTO, U.E.7. SANTA TERESA JORNET. URBANIZACIÓN;211;CARABANCHEL;06;URBANISMO;03;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COOPERACIÓN;;;;;;;0;114142,55;114142,55;39565,03;0;74577,52;74577,52;74577,52;0;74577,52;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60903;2020/000335;2020/000335;CAMINO VIEJO DE BURGOS, 16. OBRAS ACCESORIAS DE URBANIZACIÓN;216;HORTALEZA;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0;22066,12;22066,12;7753,08;0;14313,04;14313,04;12773,14;0;12773,14;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60903;2020/000750;2020/000750;C/ JOSÉ FENTANES, 17. OBRAS ACCESORIAS DE URBANIZACIÓN;209;MONCLOA-ARAVACA;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0;16518,18;16518,18;3478,24;0;13039,94;13039,94;13039,94;0;13039,94;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60903;2020/000752;2020/000752;C/ ALBACETE, 1. OBRAS ACCESORIAS DE URBANIZACIÓN;215;CIUDAD LINEAL;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0;13471,07;13471,07;1602,51;0;11868,56;11868,56;9807,62;0;9807,62;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60903;2020/000756;2020/000756;C/ SIERRA GORDA, 14-16 C/V. C/ SERRANÍA DE RONDA. OBRAS ACCESORIAS DE URBANIZACIÓN;218;VILLA DE VALLECAS;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0;19442,63;19442,63;4995,7;0;14446,93;14446,93;14446,93;0;14446,93;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60903;2020/000757;2020/000757;AVDA. GRAN VÍA DEL SURESTE, 60. OBRAS ACCESORIAS DE URBANIZACIÓN;218;VILLA DE VALLECAS;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0;104510,09;104510,09;75338,94;0;29171,15;29171,15;29171,15;0;29171,15;
;;001;190;15321;68101;2021/000279;2021/000279;ÁREA DE PLANEAMIENTO REMITIDO 06.02 Pº DIRECCIÓN. OBRAS DE URBANIZACIÓN;206;TETUAN;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;459889;459889;114210,2;0;345678,8;345678,8;345488,56;0;292759,67;
4;SC Y CE FINANC. CON RTG;001;190;15321;68101;2021/000279;2021/000279;ÁREA DE PLANEAMIENTO REMITIDO 06.02 Pº DIRECCIÓN. OBRAS DE URBANIZACIÓN;206;TETUAN;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;91791;91791;50603,12;0;41187,88;41187,88;41187,88;0;41187,88;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;190;15321;60902;2021/000424;2021/000424;ÁREA DE PLANEAMIENTO ESPECÍFICO APE 20.10 UE5 COOPERACIÓN CALLE DE MARZO 13-15;220;SAN BLAS-CANILLEJAS;06;URBANISMO;03;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COOPERACIÓN;;;;;;;0;120020,92;120020,92;83392,9;0;36628,02;36628,02;36628,02;0;36628,02;
;;001;190;15321;60904;2021/000441;2021/000441;ÁREA DE REHABILITACIÓN PREFERENTE  21.01 VÍA GASOLINA NORTE. URBANIZACIÓN;221;BARAJAS;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;0;111585,4;111585,4;0,02;0;111585,38;111585,38;111585,38;0;111585,38;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;190;15321;60904;2021/000441;2021/000441;ÁREA DE REHABILITACIÓN PREFERENTE  21.01 VÍA GASOLINA NORTE. URBANIZACIÓN;221;BARAJAS;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;0;2288,2;2288,2;0;0;2288,2;2288,2;2288,2;0;2288,2;
;;001;190;15321;61910;2021/000465;2021/000465;COLONIA LA FLORIDA Y CASA QUEMADA. ADECUACIÓN DE VIALES;209;MONCLOA-ARAVACA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;15780,4;15780,4;0;0;15780,4;15780,4;15780,4;0;0;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;190;15321;61910;2021/000465;2021/000465;COLONIA LA FLORIDA Y CASA QUEMADA. ADECUACIÓN DE VIALES;209;MONCLOA-ARAVACA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;46940,62;46940,62;0;0;46940,62;46940,62;46940,62;0;818,57;
4;SC Y CE FINANC. CON RTG;001;190;15321;61910;2021/000465;2021/000465;COLONIA LA FLORIDA Y CASA QUEMADA. ADECUACIÓN DE VIALES;209;MONCLOA-ARAVACA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;610147;610147;0;0;610147;610147;610147;0;514092,91;
;;001;190;15321;61910;2021/000466;2021/010466;POLÍGONO INDUSTRIAL AGUACATE, C/ DUQUESA DE TAMAMES. OBRAS ACONDICIONAMIENTO VIARIO;211;CARABANCHEL;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;92006,39;92006,39;0;0;92006,39;92006,39;92006,39;0;92006,39;
;;001;190;15321;61910;2021/000466;2022/001324;POLÍGONO INDUSTRIAL CAMINO DE HORMIGUERAS, VILLA DE VALLECAS. OBRAS DE PAVIMENTACIÓN Y MEJORA;218;VILLA DE VALLECAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;633724,86;633724,86;0;0;633724,86;633724,86;633724,86;0;633724,86;
;;001;190;15321;61910;2021/000466;2022/001325;POLÍGONO INDUSTRIAL LA RESINA, DISTRITO DE VILLAVERDE. OBRAS DE PAVIMENTACIÓN Y MEJORA;217;VILLAVERDE;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;162266,32;162266,32;0;0;162266,32;162266,32;162262,51;0;162262,51;
;;001;190;15321;61910;2021/000466;2022/001326;POLÍGONO INDUSTRIAL SAN BLAS-CANILLEJAS. OBRAS DE PAVIMENTACIÓN Y MEJORA;220;SAN BLAS-CANILLEJAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;936182,24;936182,24;0;0;936182,24;936182,24;897773,13;0;829930,31;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;190;15321;61910;2021/000466;2021/010466;POLÍGONO INDUSTRIAL AGUACATE, C/ DUQUESA DE TAMAMES. OBRAS ACONDICIONAMIENTO VIARIO;211;CARABANCHEL;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;363547,51;363547,51;0;0;363547,51;363547,51;363547,51;0;363547,51;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;190;15321;61910;2021/000466;2022/001324;POLÍGONO INDUSTRIAL CAMINO DE HORMIGUERAS, VILLA DE VALLECAS. OBRAS DE PAVIMENTACIÓN Y MEJORA;218;VILLA DE VALLECAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;72156,64;72156,64;0;0;72156,64;72156,64;72156,64;0;72156,64;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;190;15321;61910;2021/000466;2022/001326;POLÍGONO INDUSTRIAL SAN BLAS-CANILLEJAS. OBRAS DE PAVIMENTACIÓN Y MEJORA;220;SAN BLAS-CANILLEJAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;98599,82;98599,82;0;0;98599,82;98599,82;98599,81;0;98599,81;
4;SC Y CE FINANC. CON RTG;001;190;15321;61910;2021/000466;2021/000466;POLÍGONOS INDUSTRIALES DE LA CIUDAD. OBRAS DE PAVIMENTACIÓN Y MEJORA;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;845001,01;845001,01;845001,01;0;0;0;0;0;0;
4;SC Y CE FINANC. CON RTG;001;190;15321;61910;2021/000466;2021/010466;POLÍGONO INDUSTRIAL AGUACATE, C/ DUQUESA DE TAMAMES. OBRAS ACONDICIONAMIENTO VIARIO;211;CARABANCHEL;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;137556,85;137556,85;0;0;137556,85;137556,85;137556,85;0;137556,85;
4;SC Y CE FINANC. CON RTG;001;190;15321;61910;2021/000466;2022/001324;POLÍGONO INDUSTRIAL CAMINO DE HORMIGUERAS, VILLA DE VALLECAS. OBRAS DE PAVIMENTACIÓN Y MEJORA;218;VILLA DE VALLECAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;5247,23;5247,23;0;0;5247,23;5247,23;5247,23;0;5247,23;
4;SC Y CE FINANC. CON RTG;001;190;15321;61910;2021/000466;2022/001325;POLÍGONO INDUSTRIAL LA RESINA, DISTRITO DE VILLAVERDE. OBRAS DE PAVIMENTACIÓN Y MEJORA;217;VILLAVERDE;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;194731,75;194731,75;0;0;194731,75;194731,75;194731,75;0;194731,75;
4;SC Y CE FINANC. CON RTG;001;190;15321;61910;2021/000466;2022/001326;POLÍGONO INDUSTRIAL SAN BLAS-CANILLEJAS. OBRAS DE PAVIMENTACIÓN Y MEJORA;220;SAN BLAS-CANILLEJAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;112287,52;112287,52;0;0;112287,52;112287,52;112287,52;0;112287,52;
4;SC Y CE FINANC. CON RTG;001;190;15321;61910;2021/000466;2022/001451;POLÍGONO INDUSTRIAL C/ MARÍA TUBAU Y OTRAS, DISTRITO FUENCARRAL-EL PARDO. OBRAS DE PAVIMENTACIÓN;208;FUENCARRAL-EL PARDO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;98734,64;98734,64;0;0;98734,64;98734,64;98734,64;0;0;
;;001;190;15321;61910;2021/000467;2021/000467;PASOS A DISTINTO NIVEL DE LA CIUDAD. MEJORA CONDICIONES DE RODADURA Y SEGURIDAD;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;;;;;;;0;342096;342096;342096;0;0;0;0;0;0;
;;001;190;15321;61911;2021/000467;2021/000467;PASOS A DISTINTO NIVEL DE LA CIUDAD. MEJORA CONDICIONES DE RODADURA Y SEGURIDAD;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;;;;;;;0;1305,97;1305,97;1305,97;0;0;0;0;0;0;
;;001;190;15321;61911;2021/000467;2021/040467;ESTRUCTURAS R. FERNÁNDEZ VILLAVERDE-JOAQUÍN COSTA Y PASEO CASTELLANA. MEJORA CONDICIONES RODADURA;205;CHAMARTIN;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;;;;;;;0;398694,03;398694,03;0;0;398694,03;398694,03;398694,03;0;0;
4;SC Y CE FINANC. CON RTG;001;190;15321;61911;2021/000467;2021/000467;PASOS A DISTINTO NIVEL DE LA CIUDAD. MEJORA CONDICIONES DE RODADURA Y SEGURIDAD;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;04;CONSERVACIÓN  PASOS A DISTINTO NIVEL;;;;;;;0;80400;80400;80400;0;0;0;0;0;0;
;;001;190;15321;61904;2021/000468;2021/070468;C/ DOCTOR SALGADO C/V C/ PICO CEJO. OBRAS DE URBANIZACIÓN ACCESORIAS;213;PUENTE DE VALLECAS;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;0;12662,01;12662,01;0;0;12662,01;12662,01;12662,01;0;12662,01;
;;001;190;15321;61910;2021/000469;2021/000469;RECINTOS FERIALES CASA CAMPO. ADECUACIÓN VIARIA;209;MONCLOA-ARAVACA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;1410151,24;1410151,24;183839,41;0;1226311,83;1226311,83;1211969,48;0;1211969,48;
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;190;15321;61910;2021/000469;2021/000469;RECINTOS FERIALES CASA CAMPO. ADECUACIÓN VIARIA;209;MONCLOA-ARAVACA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0;291418,46;291418,46;0;0;291418,46;291418,46;170788,07;0;165377,85;
