Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real
;;1;120;13610;63599;2020/000558;2020/000558;DIVERSOS PARQUES DE BOMBEROS DE LA CIUDAD. MOBILIARIO Y ENSERES;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;0;18.625,77;18.625,77;18.625,77;0;0;0;0;0;0
;;1;120;13610;63599;2020/000558;2020/010558;PARQUE DE BOMBEROS Nº 11. COLCHÓN DE SALVAMENTO PARA EL FURGÓN DE COLCHONES;216;HORTALEZA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;0;17.557,10;17.557,10;0;0;17.557,10;17.557,10;0;0;0
;;1;120;13610;63599;2020/000558;2020/020558;DIVERSOS PARQUES DE BOMBEROS DE LA CIUDAD. COLCHONES Y MICROONDAS;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;0;3.142,13;3.142,13;0;0;3.142,13;3.142,13;0;0;0
;;1;120;13610;62601;2020/000559;2020/000559;SERVICIOS DE BOMBEROS. ADQUISICIÓN DE WEBCAMS;998;VARIOS DISTRITOS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;;;;;;;0;4.200,00;4.200,00;1.133,38;0;3.066,62;3.066,62;0;0;0
;;1;120;92202;62302;2020/000002;2020/000002;SERVICIOS COMUNICACIÓN ÁREA PORTAVOZ, SEGURIDAD Y EMERGENCIAS. ÚTILES Y HERRAMIENTAS;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;20.000,00;12.000,00;32.000,00;31.036,02;0;963,98;963,98;0;0;0
;;1;120;92202;62500;2020/000003;2020/000003;EQUIPAMIENTO SERVICIOS COMUNICACIÓN, ÁREA PORTAVOZ, SEGURIDAD Y EMERGENCIAS;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;10.000,00;14.200,00;24.200,00;24.200,00;0;0;0;0;0;0
;;1;120;92202;62599;2020/000003;2020/000003;EQUIPAMIENTO SERVICIOS COMUNICACIÓN, ÁREA PORTAVOZ, SEGURIDAD Y EMERGENCIAS;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;1.000,00;6.192,76;7.192,76;1,21;0;7.191,55;7.191,55;7.191,55;0;7.191,55
;;1;120;92202;62601;2020/000027;2020/000027;SERVICIOS COMUNICACIÓN ÁREA PORTAVOZ, SEGURIDAD Y EMERGENCIAS. MATERIAL INFORMÁTICO;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;6.000,00;0;6.000,00;6.000,00;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;120;93303;63200;2019/003610;2019/003610;IFS-EDIFICIO DEL ESCUADRON DE LA POLICÍA MUNICIPAL. MEJORA FUNCIONALIDAD DE LAS CUADRAS;209;MONCLOA-ARAVACA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.799.226,59;1.799.226,59;0;0;1.799.226,59;1.799.226,59;896.496,87;0;896.496,87
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;120;93303;63200;2019/003611;2019/003611;IFS-EDIFICIO CAZOLETA DE LA PIPA. OBRAS DE ACONDICIONAMIENTO;209;MONCLOA-ARAVACA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;599.848,06;599.848,06;0;0;599.848,06;599.848,06;277.841,92;0;277.841,92
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;120;93303;63200;2019/003612;2019/003612;IFS-EDIFICIO C/PLOMO, 14. REQUERIMIENTOS INSPECCIÓN TÉCNICA DE EDIFICIOS;202;ARGANZUELA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;0;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;86.987,65;86.987,65;0;0;86.987,65;86.987,65;86.200,57;0;86.200,57
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;120;93303;63200;2019/003613;2019/003613;IFS-BASE 0 SAMUR-PROTECCIÓN CIVIL. OBRAS DE REFORMA;209;MONCLOA-ARAVACA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;2;SAMUR - PROTECCIÓN CIVIL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;319.231,92;319.231,92;0;0;319.231,92;319.231,92;46.375,73;0;46.375,73
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;120;93303;63200;2019/003615;2019/003615;IFS-BASE 18 SAMUR-PROTECCIÓN CIVIL. OBRAS DE ACONDICIONAMIENTO;213;PUENTE DE VALLECAS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;2;SAMUR - PROTECCIÓN CIVIL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;69.999,30;69.999,30;0;0;69.999,30;69.999,30;69.962,55;0;69.962,55
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;120;93303;63200;2019/003616;2019/003616;IFS-PARQUE DE BOMBEROS Nº 8, PUENTE DE VALLECAS. OBRA DE REHABILITACIÓN INTEGRAL (II FASE);213;PUENTE DE VALLECAS;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;3.499.567,61;3.499.567,61;2.624.258,19;0;875.309,42;875.309,42;875.309,42;0;875.309,42
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;120;93303;63200;2019/004420;2019/004420;IFS-PARQUE DE BOMBEROS Nº 12. REFORMA Y ACONDICIONAMIENTO;210;LATINA;1;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;1;BOMBEROS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.399.886,30;1.399.886,30;999.766,95;0;400.119,35;400.119,35;400.119,35;0;400.119,35
;;1;130;33000;62901;2020/000085;2020/000085;SERVICIOS ADMINISTRATIVOS CULTURA, TURISMO Y DEPORTE. SEÑALIZACIÓN;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;4.000,00;0;4.000,00;460,14;0;3.539,86;3.539,86;0;0;0
;;1;130;33000;62500;2020/000090;2020/000090;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS CULTURA, TURISMO Y DEPORTE;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;5.000,00;0;5.000,00;5.000,00;0;0;0;0;0;0
;;1;130;33000;62599;2020/000090;2020/000090;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS CULTURA, TURISMO Y DEPORTE;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;4.000,00;0;4.000,00;2.538,56;0;1.461,44;1.461,44;0;0;0
;;1;130;33000;62301;2020/000092;2020/000092;SERVICIOS ADMINISTRATIVOS DE CULTURA, TURISMO Y DEPORTE. INSTALACIONES TÉCNICAS;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;34.040,00;0;34.040,00;22.248,37;0;11.791,63;11.791,63;11.791,63;0;5.926,07
;;1;130;33210;63601;2019/000536;2019/000536;SISTEMA DE ALMACENAMIENTO ESPECÍFICO PARA LA BIBLIOTECA DIGITAL;998;VARIOS DISTRITOS;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;30.000,00;0;30.000,00;713,74;0;29.286,26;29.286,26;29.286,25;0;29.286,25
;;1;130;33210;62601;2019/000674;2019/000674;SERVICIO BIBLIOTECAS, ARCHIVOS Y MUSEOS. ADQUISICIÓN DE TABLETS;998;VARIOS DISTRITOS;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;0;4.968,00;4.968,00;0,2;0;4.967,80;4.967,80;4.967,80;0;4.967,80
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33210;62599;2019/003182;2019/003182;IFS-EQUIPAMIENTO BIBLIOTECAS PÚBLICAS MUNICIPALES;998;VARIOS DISTRITOS;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;310.108,97;310.108,97;0;0;310.108,97;310.108,97;0;0;0
;;1;130;33210;62999;2020/000083;2020/000083;UNIDAD TÉCNICA DE BIBLIOTECAS. ADQUISICIÓN DE LIBROS;998;VARIOS DISTRITOS;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;270.000,00;0;270.000,00;241.044,24;0;28.955,76;28.955,76;0;0;0
;;1;130;33210;62999;2020/000084;2020/000084;UNIDAD TÉCNICA DE BIBLIOTECAS. ADQUISICIÓN DE MATERIAL MULTIMEDIA Y AUDIOVISUAL;998;VARIOS DISTRITOS;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;56.955,00;0;56.955,00;56.955,00;0;0;0;0;0;0
;;1;130;33210;62901;2020/000086;2020/000086;SEÑALIZACIÓN DE BIBLIOTECAS PÚBLICAS MUNICIPALES;998;VARIOS DISTRITOS;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;18.000,00;0;18.000,00;18.000,00;0;0;0;0;0;0
;;1;130;33210;62599;2020/000505;2020/000505;BIBLIOTECAS PÚBLICAS MUNICIPALES. ADQUISICIÓN MAMPARAS PROTECTORAS DE METACRILATO;998;VARIOS DISTRITOS;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;0;14.000,00;14.000,00;274,6;0;13.725,40;13.725,40;0;0;0
;;1;130;33220;62599;2020/000087;2020/000087;EQUIPAMIENTO ARCHIVO DE VILLA;201;CENTRO;10;CULTURA;1;ARCHIVOS Y PATRIMONIO DOCUMENTAL;;;;;;;18.000,00;0;18.000,00;18.000,00;0;0;0;0;0;0
;;1;130;33220;63599;2020/000087;2020/000087;EQUIPAMIENTO ARCHIVO DE VILLA;201;CENTRO;10;CULTURA;1;ARCHIVOS Y PATRIMONIO DOCUMENTAL;;;;;;;72.909,00;0;72.909,00;72.909,00;0;0;0;0;0;0
;;1;130;33220;63601;2020/000087;2020/000087;EQUIPAMIENTO ARCHIVO DE VILLA;201;CENTRO;10;CULTURA;1;ARCHIVOS Y PATRIMONIO DOCUMENTAL;;;;;;;15.500,00;0;15.500,00;15.500,00;0;0;0;0;0;0
;;1;130;33301;63999;2019/000192;2019/000192;MUSEOGRAFÍA TEMPLO DE DEBOD: RENOVACIÓN INTEGRAL;209;MONCLOA-ARAVACA;10;CULTURA;2;MUSEOS Y COLECCIONES;;;;;;;40.500,00;-3.509,00;36.991,00;36.991,00;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33301;62900;2019/003115;2019/003115;IFS-BIENES CULTURALES PARA MUSEOS. ADQUISICIÓN;998;VARIOS DISTRITOS;10;CULTURA;2;MUSEOS Y COLECCIONES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;28.971,38;28.971,38;0;0;28.971,38;28.971,38;3.630,00;0;3.630,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33301;62999;2019/003122;2019/003122;IFS-MUSEOS MUNICIPALES. ADQUISICIÓN LIBROS DE CONSULTA;998;VARIOS DISTRITOS;10;CULTURA;2;MUSEOS Y COLECCIONES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;5.986,48;5.986,48;0;0;5.986,48;5.986,48;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33301;62600;2019/003133;2019/003133;IFS-MUSEOS MUNICIPALES. EQUIPOS DE COMUNICACIÓN;998;VARIOS DISTRITOS;10;CULTURA;2;MUSEOS Y COLECCIONES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;4.779,50;4.779,50;0;0;4.779,50;4.779,50;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33301;62600;2019/003155;2019/003155;IFS-PLANETARIO. EQUIPOS DE COMUNICACIÓN;202;ARGANZUELA;10;CULTURA;2;MUSEOS Y COLECCIONES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;2.649,90;2.649,90;0;0;2.649,90;2.649,90;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33301;62302;2019/003165;2019/003165;IFS-EQUIPAMIENTO MUSEO DE SAN ISIDRO;201;CENTRO;10;CULTURA;2;MUSEOS Y COLECCIONES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;3.155,98;3.155,98;0;0;3.155,98;3.155,98;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33301;63999;2019/003165;2019/003165;IFS-EQUIPAMIENTO MUSEO DE SAN ISIDRO;201;CENTRO;10;CULTURA;2;MUSEOS Y COLECCIONES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;3.328,77;3.328,77;0;0;3.328,77;3.328,77;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33301;62599;2019/003166;2019/003166;IFS-EQUIPAMIENTO MUSEOS MUNICIPALES;998;VARIOS DISTRITOS;10;CULTURA;2;MUSEOS Y COLECCIONES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;79.477,10;79.477,10;0;0;79.477,10;79.477,10;59.414,69;0;59.414,69
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33301;62999;2019/003166;2019/003166;IFS-EQUIPAMIENTO MUSEOS MUNICIPALES;998;VARIOS DISTRITOS;10;CULTURA;2;MUSEOS Y COLECCIONES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;25.493,83;25.493,83;0;0;25.493,83;4.923,83;4.156,13;0;4.156,13
;;1;130;33301;62900;2020/000341;2020/000341;EQUIPAMIENTO MUSEOS DE LA CIUDAD Y CENTROS MUSEÍSTICOS;998;VARIOS DISTRITOS;10;CULTURA;2;MUSEOS Y COLECCIONES;;;;;;;0;115.000,00;115.000,00;115.000,00;0;0;0;0;0;0
;;1;130;33301;63999;2020/000575;2020/000575;PLANETARIO DE MADRID. ADECUACIÓN MÓDULOS PARA EXPOSICIONES;202;ARGANZUELA;10;CULTURA;2;MUSEOS Y COLECCIONES;;;;;;;0;3.509,00;3.509,00;3.509,00;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33303;62999;2019/004013;2019/004013;IFS-BANDA SINFÓNICA MUNICIPAL . ADQUISICIÓN DE INSTRUMENTOS MUSICALES;998;VARIOS DISTRITOS;10;CULTURA;5;PROMOCIÓN DE LA CULTURA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;24.998,78;24.998,78;0;0;24.998,78;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33303;63900;2019/004014;2019/004014;IFS-COLECCIÓN GIGANTES Y CABEZUDOS. REPARACIÓN;998;VARIOS DISTRITOS;10;CULTURA;6;ESTATUAS Y MONUMENTOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;17.968,50;17.968,50;0;0;17.968,50;17.968,50;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33303;60900;2019/004015;2019/004015;IFS-PLACAS CONMEMORATIVAS PLAN MEMORIA DE MADRID;998;VARIOS DISTRITOS;10;CULTURA;6;ESTATUAS Y MONUMENTOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;6.370,65;6.370,65;0;0;6.370,65;6.370,65;0;0;0
;;1;130;33401;60900;2020/000107;2020/000107;PLACAS PLAN MEMORIA DE MADRID;998;VARIOS DISTRITOS;10;CULTURA;5;PROMOCIÓN DE LA CULTURA;;;;;;;7.100,00;0;7.100,00;21,5;0;7.078,50;7.078,50;0;0;0
;;1;130;33401;63900;2020/000113;2020/000113;RESTAURACIÓN DEL BELÉN DEL AYUNTAMIENTO DE MADRID;203;RETIRO;10;CULTURA;5;PROMOCIÓN DE LA CULTURA;;;;;;;3.000,00;0;3.000,00;3.000,00;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33405;62500;2019/000737;2019/000737;BANDA SINFÓNICA MUNICIPAL. ADQUISICIÓN MOBILIARIO;998;VARIOS DISTRITOS;10;CULTURA;5;PROMOCIÓN DE LA CULTURA;;;;;;;0;15.944,40;15.944,40;0;0;15.944,40;15.944,40;0;0;0
;;1;130;33405;62999;2020/000106;2020/000106;ADQUISICIÓN DE INSTRUMENTOS MUSICALES PARA LA BANDA SINFÓNICA MUNICIPAL;998;VARIOS DISTRITOS;10;CULTURA;5;PROMOCIÓN DE LA CULTURA;;;;;;;25.000,00;0;25.000,00;25.000,00;0;0;0;0;0;0
;;1;130;33405;64001;2020/000110;2020/000110;ADQUISICIÓN DE PARTITURAS PARA LA BANDA SINFONICA MUNICIPAL;998;VARIOS DISTRITOS;10;CULTURA;5;PROMOCIÓN DE LA CULTURA;;;;;;;5.000,00;0;5.000,00;5.000,00;0;0;0;0;0;0
;;1;130;33601;62200;2009/000430;2009/000430;BIBLIOTECA MUNICIPAL EN BARRIO DE SAN FERMÍN. CONSTRUCCIÓN;212;USERA;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;1.785.000,00;0;1.785.000,00;130.719,18;0;1.654.280,82;1.654.280,82;0;0;0
;;1;130;33601;63200;2016/000295;2016/000295;"PALACIO ""EL CAPRICHO"". REHABILITACIÓN PARA DESARROLLO MUSEOGRÁFICO";221;BARAJAS;10;CULTURA;2;MUSEOS Y COLECCIONES;;;;;;;85.000,00;90.311,00;175.311,00;13.999,36;0;161.311,64;161.311,64;21.928,64;0;21.928,64
;;1;130;33601;63200;2016/000575;2016/000575;BIBLIOTECA PÚBLICA JOSÉ SARAMAGO. OBRAS DE REHABILITACIÓN Y REPARACIÓN;208;FUENCARRAL-EL PARDO;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;3.107,00;0;3.107,00;0,36;0;3.106,64;3.106,64;0;0;0
;;1;130;33601;63900;2018/000343;2018/000343;PABELLÓN DE BANCADAS DE LA CASA DE CAMPO. REHABILITACIÓN;209;MONCLOA-ARAVACA;10;CULTURA;4;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;141.570,00;0;141.570,00;0;0;141.570,00;141.570,00;0;0;0
;;1;130;33601;63200;2018/000484;2018/000484;FRONTÓN BETI JAI. REHABILITACIÓN;207;CHAMBERI;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1;POLIDEPORTIVOS;;;;;;;443.667,00;-442.113,00;1.554,00;1.554,00;0;0;0;0;0;0
;;1;130;33601;61900;2018/005261;2018/005261;ERMITA DE SAN ROQUE.RESTAURACION;208;FUENCARRAL-EL PARDO;10;CULTURA;6;ESTATUAS Y MONUMENTOS;;;;;;;45.735,00;120.000,00;165.735,00;20.417,72;0;145.317,28;145.317,28;0;0;0
;;1;130;33601;61900;2018/005285;2018/005285;MONUMENTO A LAS VÍCTIMAS DEL 11-M DE ATOCHA. REFORMA;203;RETIRO;10;CULTURA;6;ESTATUAS Y MONUMENTOS;;;;;;;261.182,00;18.100,00;279.282,00;24.470,97;0;254.811,03;254.811,03;195.348,22;0;195.348,22
;;1;130;33601;60900;2018/005292;2018/005292;MONUMENTO A LAS VÍCTIMAS DEL YAK-42;209;MONCLOA-ARAVACA;10;CULTURA;6;ESTATUAS Y MONUMENTOS;;;;;;;50.091,00;36.524,00;86.615,00;1.012,56;4.031,86;81.570,58;81.570,58;0;0;0
;;1;130;33601;63200;2018/006051;2018/006051;"PALACIO ""EL CAPRICHO"". REHABILITACIÓN PARA DESARROLLO MUSEOGRÁFICO";221;BARAJAS;10;CULTURA;2;MUSEOS Y COLECCIONES;;;;;;;994.000,00;381.802,00;1.375.802,00;0,65;0;1.375.801,35;1.375.801,35;234.515,09;0;234.515,09
;;1;130;33601;63900;2019/000524;2019/000524;IMPRENTA MUNICIPAL-ARTES DEL LIBRO. ADECUACIÓN SISTEMA CLIMATIZACIÓN;201;CENTRO;10;CULTURA;2;MUSEOS Y COLECCIONES;;;;;;;174.942,00;0;174.942,00;152.678,00;0;22.264,00;19.481,00;0;0;0
;;1;130;33601;63200;2019/000525;2019/000525;BIBLIOTECA PÚBLICA ÁNGEL GONZÁLEZ. ADECUACIÓN SISTEMA CLIMATIZACIÓN;210;LATINA;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;15.000,00;-15.000,00;0;0;0;0;0;0;0;0
;;1;130;33601;63200;2019/000526;2019/000526;BIBLIOTECA PÚBLICA ANA MARÍA MATUTE. ADECUACIÓN SISTEMA CLIMATIZACIÓN;211;CARABANCHEL;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;15.000,00;-15.000,00;0;0;0;0;0;0;0;0
;;1;130;33601;63900;2019/000527;2019/000527;MUSEO DE SAN ISIDRO. OBRAS ADECUACIÓN PARA SOSTENIBILIDAD;201;CENTRO;10;CULTURA;2;MUSEOS Y COLECCIONES;;;;;;;250.000,00;0;250.000,00;250.000,00;0;0;0;0;0;0
;;1;130;33601;63900;2019/000528;2019/000528;MUSEO DE HISTORIA DE MADRID. ADECUACIÓN SISTEMA CLIMATIZACIÓN;201;CENTRO;10;CULTURA;2;MUSEOS Y COLECCIONES;;;;;;;15.000,00;0;15.000,00;15.000,00;0;0;0;0;0;0
;;1;130;33601;63900;2019/000530;2019/000530;BIBLIOTECA PÚBLICA IVÁN DE VARGAS. ADECUACIÓN SISTEMA CLIMATIZACIÓN;201;CENTRO;10;CULTURA;0;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;;;;;;;15.000,00;0;15.000,00;15.000,00;0;0;0;0;0;0
;;1;130;33601;63900;2019/000531;2019/000531;CUARTEL CONDE DUQUE. ADECUACIÓN PROTECCIÓN CONTRA INCENDIOS;201;CENTRO;10;CULTURA;4;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;110.000,00;0;110.000,00;47.080,00;0;62.920,00;55.546,56;0;0;0
;;1;130;33601;63900;2019/000532;2019/000532;CUARTEL CONDE DUQUE. ADECUACIÓN INSTALACIÓN ELÉCTRICA E ILUMINACIÓN;201;CENTRO;10;CULTURA;4;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;145.000,00;-110.636,50;34.363,50;34.363,50;0;0;0;0;0;0
;;1;130;33601;63900;2019/000556;2019/000556;MUSEO DE ARTE CONTEMPORÁNEO. OBRAS DE ACONDICIONAMIENTO;201;CENTRO;10;CULTURA;2;MUSEOS Y COLECCIONES;;;;;;;50.000,00;-48.400,00;1.600,00;1.600,00;0;0;0;0;0;0
;;1;130;33601;63900;2019/000708;2019/000708;CUARTEL CONDE DUQUE. MONITORIZACIÓN DE CLIMATIZACIÓN;201;CENTRO;10;CULTURA;4;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;;;250.000,00;-140.000,00;110.000,00;110.000,00;0;0;0;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33601;61900;2019/003222;2019/003222;IFS-CERRAMIENTO CASINO DE LA REINA. RESTAURACION;201;CENTRO;10;CULTURA;6;ESTATUAS Y MONUMENTOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;45.639,65;45.639,65;0;0;45.639,65;45.639,65;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33601;61900;2019/003224;2019/003224;IFS-MONUMENTO AL DOCTOR CORTEZO. RESTAURACIÓN;203;RETIRO;10;CULTURA;6;ESTATUAS Y MONUMENTOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;22.407,65;22.407,65;0;0;22.407,65;22.407,65;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33601;61900;2019/003227;2019/003227;IFS-MURALLA CRISTIANA, C/ ALMENDRO 15-17. REPARACIÓN VERJA;201;CENTRO;10;CULTURA;6;ESTATUAS Y MONUMENTOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;48.244,77;48.244,77;0;0;48.244,77;48.244,77;45.229,70;0;45.229,70
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33601;63900;2019/003834;2019/003834;IFS-NAVE 15 MATADERO. CONSOLIDACIÓN ESTRUCTURAL;202;ARGANZUELA;10;CULTURA;4;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;671.543,51;671.543,51;0;0;671.543,51;671.543,51;416.478,43;0;416.478,43
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33601;61900;2019/004211;2019/004211;IFS-MONUMENTO ALAS MÉXICO. RAMPA ACCESIBILIDAD;208;FUENCARRAL-EL PARDO;10;CULTURA;6;ESTATUAS Y MONUMENTOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;47.822,14;47.822,14;0;0;47.822,14;47.822,14;19.353,03;0;19.353,03
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33601;63900;2019/004215;2019/004215;IFS-TEMPLO DE DEBOD. DRENAJE PERIMETRAL;209;MONCLOA-ARAVACA;10;CULTURA;2;MUSEOS Y COLECCIONES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;47.147,58;47.147,58;0;0;47.147,58;47.147,58;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;130;33601;61900;2019/004217;2019/004217;IFS-MURALLA CALLE BAILEN. ACONDICIONAMIENTO;201;CENTRO;10;CULTURA;6;ESTATUAS Y MONUMENTOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;48.394,29;48.394,29;0;0;48.394,29;48.394,29;0;0;0
;;1;130;33601;60900;2020/000032;2020/000032;MONUMENTO VÍCTIMAS DEL TERRORISMO;204;SALAMANCA;10;CULTURA;6;ESTATUAS Y MONUMENTOS;;;;;;;300.000,00;0;300.000,00;300.000,00;0;0;0;0;0;0
;;1;130;33601;60900;2020/000035;2020/000035;INSTALACIÓN ARTÍSTICA DE PEDESTAL DE LA PLAZA DE COLÓN;204;SALAMANCA;10;CULTURA;6;ESTATUAS Y MONUMENTOS;;;;;;;30.000,00;0;30.000,00;30.000,00;0;0;0;0;0;0
