Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea de Inversión;Descripción Línea de Inversión;Sublínea de Inversión;Descripción Sublínea de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado ;Pagos Real;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17101;61913;2023/003039;2023/003039;PARQUE DEHESA DE LA VILLA. MODERNIZACIÓN ÁREAS INFANTILES (ID 21: 18084);209;MONCLOA-ARAVACA;08;MANTENIMIENTO URBANO;01;MOBILIARIO URBANO;;;;;18;PRESUPUESTOS PARTICIPATIVOS;650000,00;0,00;650000,00;650000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;151;17101;61920;2017/000244;2017/000244;PARQUE DE LA CASA DE CAMPO. ACTUACIONES DE REHABILITACIÓN;209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;1818129,00;156072,20;1974201,20;83132,00;0,00;1891069,20;1891069,20;1856336,11;0,00;1856336,11;;
;;001;151;17101;61920;2019/003805;2019/003805;PARQUE ENRIQUE TIERNO GALVÁN. OBRAS DE MEJORA Y RECUPERACIÓN;202;ARGANZUELA;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;205000,00;-132920,37;72079,63;72079,63;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;151;17101;61920;2021/001304;2021/001304;ROSALEDA DEL PARQUE DEL OESTE. REHABILITACIÓN PÉRGOLA Y REPARACIÓN DE DAÑOS;209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;61516,00;43469,83;104985,83;0,00;0,00;104985,83;104985,83;65832,82;0,00;21972,63;;
;;001;151;17101;61920;2022/000162;2022/000162;MUSEO ESTUFAS RETIRO. INSTALACIÓN;203;RETIRO;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;314059,00;-76415,00;237644,00;219785,61;0,00;17858,39;17858,39;0,00;0,00;0,00;;
;;001;151;17101;61920;2022/000632;2022/000632;PARQUES DE LA CIUDAD DE MADRID. PLANTACIONES ARBÓREAS PARA COMPENSACIÓN EMISIONES CO2;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;61796,04;61796,04;61796,04;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;151;17101;61920;2022/001341;2022/001341;PARQUE GALIANA. OBRAS DE REHABILITACIÓN;212;USERA;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;550424,00;0,00;550424,00;3,19;0,00;550420,81;550420,81;131234,03;0,00;128074,21;;
;;001;151;17101;61920;2022/001432;2022/001432;JARDÍN HISTÓRICO EL CAPRICHO ALAMEDA DE OSUNA. RESTAURACIÓN FORTÍN Y CASINO DE BAILE;221;BARAJAS;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;100000,00;-18150,00;81850,00;81850,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;151;17101;61920;2024/001023;2024/001023;PARQUE DE LA QUINTA DE TORRE ARIAS.OBRAS DE APEO Y PROTECCIÓN DEL MURO OESTE;220;SAN BLAS-CANILLEJAS;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;9793,34;9793,34;0,00;0,00;9793,34;9793,34;9793,34;0,00;9793,34;;
;;001;151;17101;61920;2024/001099;2024/001099;VIVERO MUNICIPAL DE MIGAS CALIENTES. REHABILITACIÓN DE INFRAESTRUCTURAS;209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;18150,00;18150,00;605,00;0,00;17545,00;17545,00;17545,00;0,00;17545,00;;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;151;17101;61920;2022/000632;2022/000632;PARQUES DE LA CIUDAD DE MADRID. PLANTACIONES ARBÓREAS PARA COMPENSACIÓN EMISIONES CO2;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;8626,59;8626,59;8626,59;0,00;0,00;0,00;0,00;0,00;0,00;;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;151;17101;61920;2022/000632;2022/010632;PARQUE CASA DE CAMPO. PLANTACIONES ARBÓREAS PARA COMPENSACIÓN EMISIONES CO2;209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;30199,54;30199,54;0,00;0,00;30199,54;30199,54;30199,54;0,00;30199,54;;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;151;17101;61920;2022/000632;2023/001491;PARQUE ENRIQUE TIERNO GALVÁN. PLANTACIONES ARBÓREAS PARA COMPENSACIÓN EMISIONES CO2;202;ARGANZUELA;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;33560,33;33560,33;0,00;0,00;33560,33;33560,33;33560,33;0,00;33560,33;;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;151;17101;61920;2022/000632;2023/001492;PARQUE EVA DUARTE. PLANTACIONES ARBÓREAS PARA COMPENSACIÓN EMISIONES CO2;204;SALAMANCA;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;10631,88;10631,88;0,00;0,00;10631,88;10631,88;10631,88;0,00;10631,88;;
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;151;17101;61920;2022/000632;2023/001493;MUSEO ESCULTURAS AL AIRE LIBRE, Pº CASTELLANA. PLANTACIONES ARBÓREAS PARA COMPENSACIÓN EMISIONES CO2;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;3505,81;3505,81;0,00;0,00;3505,81;3505,81;3505,81;0,00;3505,81;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17101;61920;2022/001342;2022/001342;PARQUE DE LAS CATARATAS. OBRAS DE REHABILITACIÓN;218;VILLA DE VALLECAS;09;MEDIO AMBIENTE;00;PARQUES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;40000,00;-40000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;151;17101;61920;2023/001128;2023/001128;PARQUES QUINTAS TORRE ARIAS-MOLINOS. ADECUACIÓN PUERTA CERRAMIENTO NO HISTÓRICO Y CONEXIÓN PEATONAL;220;SAN BLAS-CANILLEJAS;09;MEDIO AMBIENTE;00;PARQUES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;402870,00;0,00;402870,00;623,58;0,00;402246,42;402246,42;67059,00;0,00;67059,00;;
6;GFA SUPLEMENTOS Y CRÉDITOS EXTRAORD.;001;151;17101;61920;2022/000632;2022/000632;PARQUES DE LA CIUDAD DE MADRID. PLANTACIONES ARBÓREAS PARA COMPENSACIÓN EMISIONES CO2;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;0,00;1040,36;1040,36;1040,36;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;151;17101;61921;2021/000332;2021/000332;ZONAS VERDES AVDA. RAFAELA YBARRA Y AVDA. LOS POBLADOS, DISTRITO USERA. REHABILITACIÓN;212;USERA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;205000,00;-18089,50;186910,50;186910,50;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;151;17101;61921;2024/000428;2024/000428;REPOBLACIÓN CON ESPECIES ARBÓREAS FORESTALES EN DIVERSAS PARCELAS DE LA CIUDAD DE MADRID;998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;387,20;387,20;387,20;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;151;17101;61921;2024/000428;2024/010428;REPOBLACIÓN CON ESPECIES ARBÓREAS FORESTALES EN DIVERSAS PARCELAS DEL DISTRITO FUENCARRAL-EL PARDO;208;FUENCARRAL-EL PARDO;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;2180,30;2180,30;0,00;0,00;2180,30;2180,30;0,00;0,00;0,00;;
;;001;151;17101;61921;2024/000428;2024/020428;REPOBLACIÓN CON ESPECIES ARBÓREAS FORESTALES EN DIVERSAS PARCELAS DEL DISTRITO DE MONCLOA-ARAVACA;209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;;;;;;;0,00;2131,37;2131,37;0,00;0,00;2131,37;2131,37;0,00;0,00;0,00;;
;;001;180;32301;62599;2023/000067;2023/080067;EQUIPAMIENTO ESCUELA INFANTIL LOS PINOS;217;VILLAVERDE;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;7135,37;7135,37;0,00;0,00;7135,37;7135,37;7135,37;0,00;7135,37;;
;;001;180;32301;62599;2023/000067;2023/090067;EQUIPAMIENTO ESCUELA INFANTIL HIEDRA;220;SAN BLAS-CANILLEJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;8992,72;8992,72;0,00;0,00;8992,72;8992,72;8992,72;0,00;8992,72;;
;;001;180;32301;62599;2024/000192;2024/000192;EQUIPAMIENTO NUEVO Y DE REPOSICIÓN ESCUELAS INFANTILES MUNICIPALES;998;VARIOS DISTRITOS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;355168,00;-328938,21;26229,79;26229,79;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;180;32301;62599;2024/000192;2024/020192;EQUIPAMIENTO ESCUELA INFANTIL EL DUENDE;201;CENTRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;18335,13;18335,13;0,00;0,00;18335,13;5798,08;0,00;0,00;0,00;;
;;001;180;32301;62599;2024/000192;2024/030192;EQUIPAMIENTO ESCUELA INFANTIL EL LIRÓN;214;MORATALAZ;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;1618,98;1618,98;0,00;0,00;1618,98;1457,08;0,00;0,00;0,00;;
;;001;180;32301;62599;2024/000192;2024/040192;EQUIPAMIENTO ESCUELA INFANTIL LA DEL SOTO DEL PARRAL;210;LATINA;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;10397,53;10397,53;0,00;0,00;10397,53;9357,78;0,00;0,00;0,00;;
;;001;180;32301;62599;2024/000192;2024/050192;EQUIPAMIENTO ESCUELA INFANTIL LA REVOLTOSA;218;VILLA DE VALLECAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;14539,36;14539,36;0,00;0,00;14539,36;13085,42;0,00;0,00;0,00;;
;;001;180;32301;62599;2024/000192;2024/060192;EQUIPAMIENTO ESCUELA INFANTIL SOBRINOS DEL CAPITÁN GRANT;218;VILLA DE VALLECAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;19784,71;19784,71;0,00;0,00;19784,71;17806,24;0,00;0,00;0,00;;
;;001;180;32301;62599;2024/000192;2024/070192;EQUIPAMIENTO ESCUELA INFANTIL SABINA;214;MORATALAZ;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;514,25;514,25;0,00;0,00;514,25;365,12;0,00;0,00;0,00;;
;;001;180;32301;62599;2024/000192;2024/080192;EQUIPAMIENTO ESCUELA INFANTIL TARABILLA;215;CIUDAD LINEAL;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;16453,58;16453,58;0,00;0,00;16453,58;14808,22;0,00;0,00;0,00;;
;;001;180;32301;62599;2024/000192;2024/090192;EQUIPAMIENTO ESCUELA INFANTIL TETUÁN;206;TETUAN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;155277,80;155277,80;0,00;0,00;155277,80;109588,61;0,00;0,00;0,00;;
;;001;180;32301;62599;2024/000192;2024/120192;EQUIPAMIENTO ESCUELA INFANTIL POETA GLORIA FUERTES;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;948,64;948,64;0,00;0,00;948,64;0,00;0,00;0,00;0,00;;
;;001;180;32301;62599;2024/000192;2024/130192;EQUIPAMIENTO ESCUELA INFANTIL LA CORTE DEL FARAÓN;208;FUENCARRAL-EL PARDO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;474,32;474,32;0,00;0,00;474,32;0,00;0,00;0,00;0,00;;
;;001;180;32301;62599;2024/000192;2024/140192;EQUIPAMIENTO ESCUELA INFANTIL LAS AMAPOLAS;211;CARABANCHEL;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;6679,20;6679,20;0,00;0,00;6679,20;0,00;0,00;0,00;0,00;;
;;001;180;32301;62599;2024/000192;2024/150192;EQUIPAMIENTO ESCUELA INFANTIL LOS JUNCOS;219;VICALVARO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;20613,56;20613,56;0,00;0,00;20613,56;0,00;0,00;0,00;0,00;;
;;001;180;32301;62599;2024/000192;2024/160192;EQUIPAMIENTO ESCUELA INFANTIL EL ROCIO;217;VILLAVERDE;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;6448,09;6448,09;0,00;0,00;6448,09;0,00;0,00;0,00;0,00;;
;;001;180;32301;62599;2024/000192;2024/170192;EQUIPAMIENTO ESCUELA INFANTIL LAS MERCEDES;220;SAN BLAS-CANILLEJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;22813,34;22813,34;0,00;0,00;22813,34;0,00;0,00;0,00;0,00;;
;;001;180;32301;62599;2024/000192;2024/180192;EQUIPAMIENTO ESCUELA INFANTIL LA COLINA;221;BARAJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;686,07;686,07;0,00;0,00;686,07;0,00;0,00;0,00;0,00;;
;;001;180;32301;62599;2024/000195;2024/000195;EQUIPAMIENTO NUEVO Y DE REPOSICIÓN RESIDENCIA INTERNADO SAN ILDEFONSO;201;CENTRO;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;11500,00;0,00;11500,00;6902,00;0,00;4598,00;4598,00;4598,00;0,00;4598,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;180;32301;62599;2022/000479;2022/000479;EQUIPAMIENTO ESCUELA INFANTIL C/ JOSEFA VALCÁRCEL, 21, DISTRITO SAN BLAS-CANILLEJAS;220;SAN BLAS-CANILLEJAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;30000,00;0,00;30000,00;14871,37;0,00;15128,63;13615,77;0,00;0,00;0,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;180;32301;62599;2022/000480;2022/000480;EQUIPAMIENTO ESCUELA INFANTIL VILLA DE VALLECAS, C/ EMBALSE DE NAVACERRADA;218;VILLA DE VALLECAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;40000,00;0,00;40000,00;22745,40;0,00;17254,60;15529,14;0,00;0,00;0,00;;
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;180;32301;62599;2022/000481;2022/000481;EQUIPAMIENTO ESCUELA INFANTIL EL CAÑAVERAL, DISTRITO DE VICÁLVARO;219;VICALVARO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;40000,00;0,00;40000,00;29491,15;0,00;10508,85;9457,96;0,00;0,00;0,00;;
;;001;180;32301;62601;2024/000195;2024/000195;EQUIPAMIENTO NUEVO Y DE REPOSICIÓN RESIDENCIA INTERNADO SAN ILDEFONSO;201;CENTRO;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;0,00;3000,00;3000,00;3000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;180;32301;62901;2024/000200;2024/000200;ESCUELAS INFANTILES MUNICIPALES. SEÑALIZACIÓN;998;VARIOS DISTRITOS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;4000,00;0,00;4000,00;4000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;180;32301;63300;2024/000195;2024/000195;EQUIPAMIENTO NUEVO Y DE REPOSICIÓN RESIDENCIA INTERNADO SAN ILDEFONSO;201;CENTRO;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;5000,00;0,00;5000,00;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;180;32301;63500;2024/000195;2024/000195;EQUIPAMIENTO NUEVO Y DE REPOSICIÓN RESIDENCIA INTERNADO SAN ILDEFONSO;201;CENTRO;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;25000,00;0,00;25000,00;25000,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;180;32301;63599;2024/000192;2024/000192;EQUIPAMIENTO NUEVO Y DE REPOSICIÓN ESCUELAS INFANTILES MUNICIPALES;998;VARIOS DISTRITOS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;18150,00;-12467,84;5682,16;5682,16;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;180;32301;63599;2024/000192;2024/010192;EQUIPAMIENTO ESCUELA INFANTIL AMANECER;219;VICALVARO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;3025,00;3025,00;0,00;0,00;3025,00;2147,75;0,00;0,00;0,00;;
;;001;180;32301;63599;2024/000192;2024/100192;EQUIPAMIENTO ESCUELA INFANTIL LA PALOMA;201;CENTRO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;5568,42;5568,42;0,00;0,00;5568,42;5253,82;4271,30;0,00;4271,30;;
;;001;180;32301;63599;2024/000192;2024/110192;EQUIPAMIENTO ESCUELA INFANTIL EL SOL;205;CHAMARTIN;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;3874,42;3874,42;0,00;0,00;3874,42;498,52;498,52;0,00;498,52;;
;;001;180;32301;63599;2024/000195;2024/000195;EQUIPAMIENTO NUEVO Y DE REPOSICIÓN RESIDENCIA INTERNADO SAN ILDEFONSO;201;CENTRO;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;140000,00;15000,00;155000,00;6276,66;12,10;148711,24;592,90;592,90;0,00;592,90;;
;;001;180;32601;62300;2024/000210;2024/000210;EQUIPAMIENTO NUEVO Y DE REPOSICIÓN OTROS CENTROS DE ENSEÑANZA MUNICIPALES;998;VARIOS DISTRITOS;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;0,00;3015,30;3015,30;3015,30;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;180;32601;62300;2024/000210;2024/040210;EQUIPAMIENTO AULA DE NATURALEZA DE CERCEDILLA;999;NO DISTRITALIZABLE;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;0,00;22484,70;22484,70;0,00;0,00;22484,70;0,00;0,00;0,00;0,00;;
;;001;180;32601;62301;2024/000209;2024/000209;OTROS CENTROS DE ENSEÑANZA DE LA CIUDAD DE MADRID. INSTALACIONES;998;VARIOS DISTRITOS;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;3000,00;-3000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;
;;001;190;15321;61910;2024/000309;2024/110309;CALLE IBOR Y OTRAS, DISTRITO DE PUENTE DE VALLECAS. MEJORA DE LAS CONDICIONES DE RODADURA;213;PUENTE DE VALLECAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;240770,29;240770,29;0,00;0,00;240770,29;240770,29;211500,49;0,00;211500,49;;
;;001;190;15321;61910;2024/000309;2024/120309;AVENIDA SANTA AUGENIA Y OTRAS, DISTRITO DE VILLA DE VALLECAS. MEJORA DE LAS CONDICIONES DE RODADURA;218;VILLA DE VALLECAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;427983,19;427983,19;0,00;0,00;427983,19;427983,19;356077,55;0,00;356077,55;;
;;001;190;15321;61910;2024/000309;2024/130309;CALLE JAZMÍN Y OTRAS, DISTRITO DE CIUDAD LINEAL. MEJORA DE LAS CONDICIONES DE RODADURA;215;CIUDAD LINEAL;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;385324,75;385324,75;0,00;0,00;385324,75;385324,75;385144,19;0,00;385144,19;;
;;001;190;15321;61910;2024/000309;2024/140309;CALLE TORENO Y OTRAS, DISTRITO DE HORTALEZA. MEJORA DE LAS CONDICIONES DE RODADURA;216;HORTALEZA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;300497,92;300497,92;0,00;0,00;300497,92;300497,92;300028,49;0,00;0,00;;
;;001;190;15321;61910;2024/000309;2024/150309;CALLE ORIA Y OTRAS, DISTRITO DE CHAMARTÍN. MEJORA DE LAS CONDICIONES DE RODADURA;205;CHAMARTIN;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;987073,71;987073,71;0,00;0,00;987073,71;987073,71;0,00;0,00;0,00;;
;;001;190;15321;61910;2024/000309;2024/160309;CALLE DOCTOR VELASCO Y OTRAS, DISTRITO DE RETIRO. MEJORA DE LAS CONDICIONES DE RODADURA;203;RETIRO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;491898,31;491898,31;0,00;0,00;491898,31;491898,31;197897,56;0,00;0,00;;
;;001;190;15321;61910;2024/000309;2024/170309;CALLE LAGASCA Y OTRAS, DISTRITO DE SALAMANCA. MEJORA DE LAS CONDICIONES DE RODADURA;204;SALAMANCA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;847877,98;847877,98;0,00;0,00;847877,98;847877,98;90555,26;0,00;0,00;;
;;001;190;15321;61910;2024/000309;2024/180309;CALLE O'DONELL Y OTRAS, DISTRITO DE RETIRO. MEJORA DE LAS CONDICIONES DE RODADURA;203;RETIRO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;244334,88;244334,88;0,00;0,00;244334,88;244334,88;0,00;0,00;0,00;;
;;001;190;15321;61910;2024/000309;2024/190309;CALLE SANTA CRUZ DE MARCENADO Y OTRAS, DISTRITO DE CENTRO. MEJORA DE LAS CONDICIONES DE RODADURA;201;CENTRO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;78022,29;78022,29;0,00;0,00;78022,29;78022,29;62954,23;0,00;62954,23;;
;;001;190;15321;61910;2024/000309;2024/200309;CALLE ALIAGA Y OTRAS, DISTRITO DE SAN BLAS-CANILLEJAS. MEJORA DE LAS CONDICIONES DE RODADURA;220;SAN BLAS-CANILLEJAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;283210,69;283210,69;0,00;0,00;283210,69;283210,69;244307,69;0,00;244307,69;;
;;001;190;15321;61910;2024/000309;2024/210309;CALLE VIRGEN DE LA MONJÍA Y OTRAS, DISTRITO DE CIUDAD LINEAL. MEJORA DE LAS CONDICIONES DE RODADURA;215;CIUDAD LINEAL;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;377630,83;377630,83;0,00;0,00;377630,83;377630,83;2428,63;0,00;2428,63;;
;;001;190;15321;61910;2024/000309;2024/220309;CALLE HARO Y OTRAS, DISTRITO DE HORTALEZA. MEJORA DE LAS CONDICIONES DE RODADURA;216;HORTALEZA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;385826,45;385826,45;0,00;0,00;385826,45;385826,45;370058,43;0,00;370058,43;;
;;001;190;15321;61910;2024/000309;2024/230309;CALLE MAYO Y OTRAS, DISTRITO SAN BLAS-CANILLEJAS. MEJORA DE LAS CONDICIONES DE RODADURA;220;SAN BLAS-CANILLEJAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;429140,38;429140,38;0,00;0,00;429140,38;429140,38;204932,58;0,00;204932,58;;
;;001;190;15321;61910;2024/000309;2024/240309;PLAZA DEL MAR Y OTRAS, DISTRITO DE BARAJAS. MEJORA DE LAS CONDICIONES DE RODADURA;221;BARAJAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;235834,75;235834,75;0,00;0,00;235834,75;235834,75;18027,31;0,00;18027,31;;
;;001;190;15321;61910;2024/000309;2024/250309;CALLE EUSEBIO MARTÍNEZ BARONA Y OTRAS, DISTRITO CIUDAD LINEAL. MEJORA DE LAS CONDICIONES DE RODADURA;215;CIUDAD LINEAL;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;360666,37;360666,37;0,00;0,00;360666,37;360666,37;128917,92;0,00;128917,92;;
;;001;190;15321;61910;2024/000309;2024/260309;CALLE FLORENCIO CASTILLO Y OTRAS, DISTRITO HORTALEZA. MEJORA DE LAS CONDICIONES DE RODADURA;216;HORTALEZA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;390451,51;390451,51;0,00;0,00;390451,51;390451,51;360704,11;0,00;360704,11;;
;;001;190;15321;61910;2024/000309;2024/270309;CALLE LUIS DE HOYOS SAINZ Y OTRAS, DISTRITO DE MORATALAZ. MEJORA DE LAS CONDICIONES DE RODADURA;214;MORATALAZ;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;179720,97;179720,97;0,00;0,00;179720,97;179720,97;0,00;0,00;0,00;;
;;001;190;15321;61910;2024/000309;2024/280309;CALLE SONDEOS Y OTRAS, DISTRITO DE VICÁLVARO. MEJORA DE LAS CONDICIONES DE RODADURA;219;VICALVARO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;600663,09;600663,09;0,00;0,00;600663,09;600663,09;0,00;0,00;0,00;;
;;001;190;15321;61910;2024/000309;2024/290309;CALLE TRANVÍA DE ARGANDA Y OTRAS, DISTRITO PUENTE DE VALLECAS. MEJORA DE LAS CONDICIONES DE RODADURA;213;PUENTE DE VALLECAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;1108832,40;1108832,40;0,00;0,00;1108832,40;1108832,40;32755,23;0,00;32755,23;;
;;001;190;15321;61910;2024/000309;2024/300309;CALLE DE LA CASTELLANA Y OTRAS, DISTRITO DE VICÁLVARO. MEJORA DE LAS CONDICIONES DE RODADURA;219;VICALVARO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;654131,50;654131,50;0,00;0,00;654131,50;654131,50;272100,88;0,00;272100,88;;
;;001;190;15321;61910;2024/000309;2024/310309;CALLE VECINOS DEL POZO Y OTRAS, DISTRITO PUENTE DE VALLECAS. MEJORA DE LAS CONDICIONES DE RODADURA;213;PUENTE DE VALLECAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;226241,83;226241,83;0,00;0,00;226241,83;226241,83;180529,31;0,00;180529,31;;
;;001;190;15321;61910;2024/000309;2024/320309;CALLE ARRIAZA Y OTRAS. MEJORA DE LAS CONDICIONES DE RODADURA;209;MONCLOA-ARAVACA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;1103870,18;1103870,18;0,00;0,00;1103870,18;1103870,18;0,00;0,00;0,00;;
