CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado
001201;34201;02;01;MEDIA MENSUAL PLAZAS OFERTADAS PARA EDAD INFANTIL;NÚMERO;4521
001201;34201;02;02;MEDIA MENSUAL PLAZAS OFERTADAS PARA JÓVENES;NÚMERO;417
001201;34201;02;03;MEDIA MENSUAL PLAZAS OFERTADAS PARA ADULTOS;NÚMERO;8347
001201;34201;02;04;MEDIA MENSUAL PLAZAS OFERTADAS PARA MAYORES;NÚMERO;27920
001201;34201;02;05;MEDIA MENSUAL PLAZAS OFERTADAS PARA PERSONAS CON DISCAPACIDAD;NÚMERO;1042
001201;34201;02;06;MEDIA MENSUAL OCUPACIÓN PLAZAS CLASES ACT. DEPORT. INFANTIL;PORCENTAJE;93
001201;34201;02;07;MEDIA MENSUAL OCUPACIÓN PLAZAS CLASES ACT. DEPORT. JÓVENES;PORCENTAJE;94
001201;34201;02;08;MEDIA MENSUAL OCUPACIÓN PLAZAS CLASES ACT. DEPORT. ADULTOS;PORCENTAJE;93
001201;34201;02;09;MEDIA MENSUAL OCUPACIÓN PLAZAS CLASES ACT. DEPORT. MAYORES;PORCENTAJE;90
001201;34201;02;10;MEDIA MENSUAL OCUPACIÓN PLAZAS CLASES ACT. DEPORT. PERS. DISCAP.;PORCENTAJE;90
001201;34201;02;11;MEDIA MENSUAL PARTIC. ACT. FÍSICO DEPORT. INFANTILES MUJERES;RATIO;2050
001201;34201;02;12;MEDIA MENSUAL PARTIC. ACT. FÍSICO DEPORT. INFANTILES HOMBRES;RATIO;2132
001201;34201;02;13;MEDIA MENSUAL PARTIC. ACT. FÍSICO DEPORT. JÓVENES MUJERES;RATIO;181
001201;34201;02;14;MEDIA MENSUAL PARTIC. ACT. FÍSICO DEPORT. JÓVENES HOMBRES;RATIO;214
001201;34201;02;15;MEDIA MENSUAL PARTIC. ACT. FÍSICO DEPORT. ADULTOS MUJERES;RATIO;5389
001201;34201;02;16;MEDIA MENSUAL PARTIC. ACT. FÍSICO DEPORT. ADULTOS HOMBRES;RATIO;2380
001201;34201;02;17;MEDIA MENSUAL PARTIC. ACT. FÍSICO DEPORT. MAYORES MUJERES;RATIO;23050
001201;34201;02;18;MEDIA MENSUAL PARTIC. ACT. FÍSICO DEPORT. MAYORES HOMBRES;RATIO;2128
001201;34201;02;19;MEDIA MENSUAL PARTIC. ACT. FÍSICO DEPORT. PERS. DISCAPAC.;RATIO;943
001201;34201;02;20;UNIDADES DEPORT. UTILIZADAS POR ENTIDADES DEPORT. FEDERADAS;NÚMERO;4
001201;34201;02;21;ENTIDADES DEPORT. FEDERADAS QUE HAN UTILIZADO UNID. DEPORT.;NÚMERO;30
001201;34201;03;01;SUPERFICIE DE INSTALACIONES DEPORTIVAS A MANTENER;M2;14796
001201;34201;03;02;INSTALACIONES DEPORTIVAS A REFORMAR;NÚMERO;1
001201;49300;01;01;ESTABLECIMIENTOS INSPECCIONADOS EN MATERIA DE CONSUMO;NÚMERO;300
001201;49300;01;02;ACTUACIONES INSPECTORAS;NÚMERO;350
001201;49300;01;03;PRODUCTOS CONTROLADOS EN LA EJECUCIÓN DE LAS CAMPAÑAS DE INSPECCIÓN;NÚMERO;500
001201;49300;01;04;EFICACIA OPERATIVA INSPECCIONES CONSUMO NO ALIMENTARIO;PORCENTAJE;90
001201;49300;01;05;EFICACIA OPERATIVA INSPECCIONES DENUNCIAS ALERTAS;PORCENTAJE;100
001201;49300;01;06;PROPUESTAS INICIO EXPEDIENTES SANCIONADORES GRAVES/LEVES CONSUMO;NÚMERO;20
001201;49300;01;07;MEDIDAS CAUTELARES Y PROVISIONALES ADOPTADAS;NÚMERO;5
001201;49300;02;01;RECLAMACIONES Y DENUNCIAS TRAMITADAS;NÚMERO;600
001201;49300;02;02;PERSONAS ATENDIDAS EN LA OFICINA DE OMIC DEL DISTRITO;NÚMERO;600
001201;49300;02;03;MEDIACIÓN EN LOS CONFLICTOS ENTRE CONSUMIDORES Y EMPRESARIOS Y PROFESIONALES PROPICIANDO LA RESOLUCIÓN VOLUNTARIA DE LOS;PORCENTAJE;50
001201;49300;03;01;RECLAMACIONES TRAMITADAS EN UN PLAZO MÁXIMO DE 2 MESES;PORCENTAJE;75
001201;49300;03;02;RECLAMACIONES TRAMITADAS EN UN PLAZO DE 6 MESES;PORCENTAJE;95
001201;49300;03;03;INFORMACIÓN AL CONSUMIDOR DEL RESULTADO DE LA TRAMITACIÓN DE SUS EXPEDIENTES;PORCENTAJE;95
001201;92001;01;19;EMPRESAS CON PLANES DE IGUALDAD;NÚMERO;37
001201;92001;01;18;EMPRESAS ADJUD. CONT. MUNICIPALES CON PROTOCOLO ACTUACION ACOSO SEXUAL Y LABORAL EN TRABAJO;PORCENTAJE;75
001201;92001;01;17;EMPRESAS ADJUD. CONT. MUNICIPALES CON PERMISOS REMUNERADOS PARA EMPLEADOS CUIDADO MENORES O MAYORES DEPEND.;PORCENTAJE;89
001201;92001;01;16;EMPRESAS ADJUD. CONT. MUNICIPALES CON MEDIDAS DE FLEXIBILIDAD HORARIA;PORCENTAJE;89
001201;92001;01;15;EMPLEADOS PUESTOS COORDINACION Y/O DIRECCION EN EMPRESAS ADJUD. CONTRATOS MUNICIPALES;MUJERES;30
001201;92001;01;14;EMPLEADOS PUESTOS COORDINACION Y/O DIRECCION EN EMPRESAS ADJUD. CONTRATOS MUNICIPALES;HOMBRES;75
001201;92001;01;13;EMPLEADOS EN EMPRESAS ADJUDICATARIAS DE CONTRATOS MUNICIPALES;MUJERES;234
001201;92001;01;12;EMPLEADOS EN EMPRESAS ADJUDICATARIAS DE CONTRATOS MUNICIPALES;HOMBRES;68
001201;92001;01;11;C. CON CLÁUSULAS IGUALDAD RELACIONADAS CON OTROS ASPECTOS;PORCENTAJE;20
001201;92001;01;10;C. CON CLÁUSULAS IGUALDAD RELACIONADAS CON DESAGREGACIÓN EN ESTADÍSTICAS;PORCENTAJE;80
001201;92001;01;09;CONTRATOS CON CLÁUSULAS DE IGUALDAD RELACIONADAS CON EL LENGUAJE;PORCENTAJE;100
001201;92001;01;08;CONTRATOS QUE INCLUYAN, ENTRE SUS CLÁUSULAS SOCIALES, CLÁUSULAS DE IGUALDAD;NÚMERO;24
001201;92001;01;07;TIEMPO MEDIO TRAMITACIÓN CONTRATOS PROCEDIM. ABIERTO;DÍAS;250
001201;92001;01;06;CONTRATOS DERIVADOS DEL AC. MARCO;NÚMERO;50
001201;92001;01;05;CONTRATOS COMPRAS CATÁLOGO;NÚMERO;8
001201;92001;01;04;CONTRATOS ADQUISIC. CENTRALIZADA;NÚMERO;100
001201;92001;01;03;CONTRATOS MENORES TRAMITADOS;NÚMERO;44
001201;92001;01;02; CONTRATOS TRAMITADOS POR PROCEDIMIENTO ABIERTO;NÚMERO;15
001201;92001;01;01;CONTRATOS TRAMITADOS;NÚMERO;109
001201;92001;02;01;LIQUIDACIONES EMITIDAS;NÚMERO;5100
001201;92001;02;02;DOCUMENTOS CONTABLES REALIZADOS;NÚMERO;4100
001201;92001;03;01;PROPUESTAS DE ACUERDO ELEVADAS A JUNTA DE GOBIERNO;NÚMERO;35
001201;92001;03;02;PROPUESTAS DE DECRETO ELEVADAS AL CONCEJAL;NÚMERO;5100
001201;92001;03;03;PROPUESTAS DE RESOLUCIÓN ELEVADAS AL COORDINADOR;NÚMERO;1900
001201;92001;03;04;ASUNTOS ELEVADOS AL CONSEJO DE PROXIMIDAD;NÚMERO;15
001201;92001;03;05;PROPUESTAS DE ACUERDO ELEVADAS A JUNTA DE DISTRITO;NÚMERO;230
001201;92001;03;06;PROPUESTAS DE ACUERDO ELEVADAS AL PLENO;NÚMERO;12
001201;92001;04;01;LICENCIAS URBANÍSTICAS SOLICITADAS;NÚMERO;175
001201;92001;04;02;COMUNICACIONES PREVIAS RESUELTAS;NÚMERO;25
001201;92001;04;03;LICENCIAS URBANÍSTICAS POR PROC. ORDINARIO ABREV. RESUELTAS;NÚMERO;40
001201;92001;04;04;LICENCIAS URBANÍSTICAS POR PROC. ORDINARIO COMÚN RESUELTAS;NÚMERO;70
001201;92001;04;05;LICENCIAS URBANÍSTICAS RESUELTAS;NÚMERO;200
001201;92001;04;06;CONSULTAS URBANÍSTICAS SOLICITADAS;NÚMERO;250
001201;92001;04;07;CONSULTAS URBANÍSTICAS RESUELTAS;NÚMERO;150
001201;92001;04;08;AUTORIZACIONES DE OCUPACIÓN DEL DOMINIO PÚBL. SOLICITADAS;NÚMERO;1400
001201;92001;04;09;AUTORIZACIONES DE OCUPACIÓN DEL DOMINIO PÚBL. RESUELTAS;NÚMERO;1440
001201;92001;04;10;DECLARACIONES RESPONSABLES;NÚMERO;2000
001201;92001;05;01;INSPECCIONES URBANÍSTICAS REALIZADAS;NÚMERO;400
001201;92001;05;02;INSPECCIONES URBANÍSTICAS OFICIO/INSPECCIONES A SOLICITUD CIUDADANA;PORCENTAJE;60
001201;92001;05;03;EXPEDIENTES SANCIONADORES RESUELTOS;NÚMERO;20
001201;92001;05;04;ÓRDENES DE EJECUCIÓN;NÚMERO;350
001201;92001;05;05;ÓRDENES DE LEGALIZACIÓN;NÚMERO;400
001201;92001;05;06;EXPEDIENTES DISCIPLINA EN VÍA PÚBLICA;NÚMERO;300
001201;92001;05;07;TOTAL EXPEDIENTES DISCIPLINA URBANÍSTICA;NÚMERO;1050
001201;92001;05;08;INSPECCIONES URBANÍSTICAS REALIZADAS;HOMBRES;350
001201;92001;05;09;INSPECCIONES URBANÍSTICAS REALIZADAS;MUJERES;50
001201;92001;05;10;EXPEDIENTES SANCIONADORES RESUELTOS;MUJERES;20
001201;92001;05;11;EXPEDIENTES DISCIPLINA EN VÍA PÚBLICA;HOMBRES;300
001201;92001;05;12;EXPEDIENTES DISCIPLINA EN VÍA PÚBLICA;MUJERES;50
001201;92001;06;01;SUGERENCIAS Y RECLAMACIONES RELATIVAS AL DISTRITO;NÚMERO;400
001201;92001;06;02;SUGERENCIAS Y RECLAMACIONES RELATIVAS AL DISTRITO CONTESTADAS;NÚMERO;400
001201;92001;06;03;TIEMPO MEDIO REPUESTA A SUGERENCIAS Y RECLAMACIONES;DÍAS;40
001201;92001;06;04;ÍNDICE CONTESTACIÓN SUGERENCIAS Y RECLAMACIONES EN 15 DÍAS;PORCENTAJE;30
001201;92001;06;05;ÍNDICE CONTESTACIÓN SUGERENCIAS Y RECLAMACIONES EN 2 MESES MÁX;PORCENTAJE;70
001201;92001;06;06;SUGERENCIAS Y RECLAMACIONES RELATIVAS AL DISTRITO;HOMBRES;200
001201;92001;06;07;SUGERENCIAS Y RECLAMACIONES RELATIVAS AL DISTRITO;MUJERES;200
001201;92001;06;08;SUGERENCIAS Y RECLAMACIONES RELATIVAS AL DISTRITO CONTESTADAS;HOMBRES;200
001201;92001;06;09;SUGERENCIAS Y RECLAMACIONES RELATIVAS AL DISTRITO CONTESTADAS;MUJERES;200
001201;92001;07;01;Convenios celebrados con instituciones del distrito;NÚMERO;1
001201;92401;01;01;Nº DE ASOCIACIONES CREADAS E INSCRITAS EN REGISTRO MUNICIPAL EN EL AÑO EN CURSO;NÚMERO;3
001201;92401;01;02;Nº DE ASOCIACIONES INSCRITAS EN EL REGISTRO DURANTE EL AÑO CON IMPACTO DIRECTO EN EL DISTRITO;NÚMERO;2
001201;92401;01;03;Nº DE ASOCIACIONES QUE SOLICITAN DECLARACIÓN IPM;NÚMERO;1
001201;92401;01;04;Nº TOTAL DE ASOCIACIONES INSCRITAS EN EL CENSO MUNICIPAL;NÚMERO;310
001201;92401;02;13;Nº DE PROPOSICIONES DEL CONSEJO DE PROXIMIDAD APROBADAS POR EL PLENO;NÚMERO;7
001201;92401;02;12;Nº DE PROPOSICIONES DEL CONSEJO DE PROXIMIDAD ELEVADAS AL PLENO QUE INCLUYAN LA PERSPECTIVA DE GÉNERO;NÚMERO;2
001201;92401;02;11;Nº DE PROPOSICIONES DEL CONSEJO DE PROXIMIDAD ELEVADAS AL PLENO;NÚMERO;10
001201;92401;02;10;Nº DE MESAS DE TRABAJO EN FUNCIONAMIENTO (se incluyen las que han funcionado total o parte del año);NÚMERO;7
001201;92401;02;01;Nº REUNIONES DEL CONSEJO DE PROXIMIDAD DEL DISTRITO;NÚMERO;4
001201;92401;02;02;Nº DE MIEMBROS EXTERNOS DEL CONSEJO DE PROXIMIDAD (TOTAL);NÚMERO;15
001201;92401;02;03;Nº DE MIEMBROS EXTERNOS DEL CONSEJO DE PROXIMIDAD (MUJERES con suplentes);MUJERES;6
001201;92401;02;04;Nº DE MIEMBROS EXTERNOS DEL CONSEJO DE PROXIMIDAD (HOMBRES con suplentes);HOMBRES;9
001201;92401;02;05;Nº DE PERSONAS FÍSICAS ACREDITADAS EN EL CP (TOTAL);NÚMERO;50
001201;92401;02;06;Nº DE PERSONAS FÍSICAS ACREDITADAS EN EL CP (MUJERES);MUJERES;25
001201;92401;02;07;Nº DE PERSONAS FÍSICAS ACREDITADAS EN EL CP (HOMBRES);HOMBRES;25
001201;92401;02;08;Nº DE PERSONAS JURÍDICAS ACREDITADAS EN EL CP;NÚMERO;15
001201;92401;02;09;Nº DE ENTIDADES ACREDITADAS EN EL CP (VECINALES Y SECTORIALES);NÚMERO;15
001201;92401;03;01;Nº SOLICITUDES DE SUBVENCIONES;NÚMERO;100
001201;92401;03;02;Nº SOLICITUDES DE SUBVENCIONES CONCEDIDAS;NÚMERO;60
001201;92401;03;03;Nº ENTIDADES DISTINTAS SUBVENCIONADAS;NÚMERO;45
001201;92401;03;04;Nº SUBVENCIONES NOMINATIVAS;NÚMERO;6
001201;92401;03;05;Nº DE SUBVENCIONES SOLICITADAS CUYOS PROYECTOS ESTÁN DIRECTAMENTE VINCULADOS CON EL FOMENTO DE LA IGUALDAD SOBRE EL TOTA;NÚMERO;4
001201;92401;03;06;Nº DE CESIONES ESPACIOS A ENTIDADES CIUDADANAS;NÚMERO;2
001201;92401;03;07;Nº DE SOLICITUDES DE ESPACIOS PARA LA REALIZACIÓN DE ACTIVIDADES POR PARTE DE ENTIDADES CIUDADANAS;NÚMERO;10
001201;93302;01;01;EDIFICIOS Y LOCALES CON MANTENIMIENTO A CARGO DEL DISTRITO;NÚMERO;35
001201;93302;01;02;SUPERF. CONSTRUIDA EDIF. MANTENIMIENTO CARGO DISTRITO;M2;45163
001201;93302;01;03;SUPERF. LIBRE EDIF. MANTENIMIENTO CARGO DEL DISTRITO;M2;2580
001201;93302;01;04;INSTALACIONES ELEVACIÓN Y ELECTROMECÁNICAS MTO. CARGO DTO;NÚMERO;45
001201;93302;01;05;EDIFICIOS CON VIGILANCIA A CARGO DEL DISTRITO;NÚMERO;4
001201;93302;01;06;PERSONAS CONTRATADAS EN EMPRESAS ADJUDICATARIAS DE CONSERVACIÓN;MUJERES;76
001201;93302;01;07;PERSONAS CONTRATADAS EN EMPRESAS ADJUDICATARIAS DE CONSERVACIÓN;HOMBRES;469
001201;93302;01;08;PERSONAS CONTRATADAS EN EMPRESAS ADJUDICATARIAS DE SERVICIOS: MANTENIMIENTO, LIMPIEZA Y SEGURIDAD;MUJERES;50
001201;93302;01;09;PERSONAS CONTRATADAS EN EMPRESAS ADJUDICATARIAS DE SERVICIOS: MANTENIMIENTO, LIMPIEZA Y SEGURIDAD;HOMBRES;21
001201;93302;01;10;PORCENTAJE DE MUJERES EN PUESTOS DE COORDINACIÓN Y/O DIRECCIÓN EN EMPRESAS ADJUDICATARIAS OBRAS DE MEJORA;PORCENTAJE;32
001201;93302;01;11;PORCENTAJE DE MUJERES EN PUESTOS DE COORDINACIÓN Y/O DIRECCIÓN EN EMPRESAS ADJUDICATARIAS DE SERVICIOS: MANTENIMIENTO,;PORCENTAJE;34
001201;93302;01;12;EMPRESAS CONTRATADAS QUE HAN INCORPORADO MEDIDAS DE FLEXIBILIDAD HORARIA;PORCENTAJE;88
001201;93302;01;13;EMPRESAS CONTRATADAS QUE HAN INCORPORADO PROTOCOLOS DE ACTUACIÓN ANTE EL ACOSO SEXUAL Y LABORAL EN EL TRABAJO;PORCENTAJE;75
001201;93302;01;14;EMPRESAS CONTRATADAS CON PLANES DE IGUALDAD;PORCENTAJE;75
001201;93302;01;15;EMPRESAS CONTRATADAS QUE TIENEN PERMISOS REMUNERADOS PARA CUIDADO DE MENORES O MAYORES DEPENDIENTES;PORCENTAJE;63
001201;93302;02;02;EDIFICIOS DONDE SE REALIZAN OBRAS DE REFORMA;NÚMERO;3
001201;93302;02;03;EDIF. MUNICIPALES ADAPTADOS PARCIALMENTE NORMAT. INCENDIO;PORCENTAJE;100
001201;93302;02;04;EDIF. MUNICIPALES ADAPTADOS TOTALMENTE NORMAT. INCENCIOS;PORCENTAJE;40
001201;93302;02;05;EDIF. MUNICIPALES DONDE REALIZAN OBRAS ADAPTACIÓN NORMAT.;NÚMERO;3
001201;93302;02;06;INCIDENCIA OBRAS ADAPTACIÓN NORMATIVA DE INCENDIOS;PORCENTAJE;20
001201;93302;02;01;PLANES DE AUTOPROTECCIÓN A IMPLANTAR;NÚMERO;15
001202;15322;01;02;SITUADOS Y QUIOSCOS A TRASLADAR;NÚMERO;1
001202;15322;01;01;OBRAS A REALIZAR EN LAS VÍAS PÚBLICAS CON CARGO A PARTICULARES;NÚMERO;2
001202;15322;01;03;INTERVENCIÓN EN VIALES;NÚMERO;2
001202;15322;01;04;INCLUSIÓN DE LAS MEDIDAS DE IGUALDAD;NÚMERO;2
001202;17102;01;01;INTERVENCIONES A REALIZAR EN LAS ZONAS VERDES;NÚMERO;1
001202;17102;01;02;INCLUSIÓN DE LAS MEDIDAS DE IGUALDAD;NÚMERO;1
001202;23102;01;01;MENORES ATENDIDOS EN CENTRO DE DÍA;NÚMERO;75
001202;23102;01;02;NIÑAS ATENDIDAS EN CENTRO DE DÍA;NÚMERO;27
001202;23102;01;03;NIÑOS ATENDIDOS EN CENTRO DE DÍA;NÚMERO;48
001202;23102;01;04;NIÑAS ATENDIDAS EN ACTIVIDADES SOCIOEDUCATIVAS;NÚMERO;70
001202;23102;01;05;NIÑOS ATENDIDOS EN ACTIVIDADES SOCIOEDUCATIVAS;NÚMERO;105
001202;23102;01;06;MUJERES/MADRES PARTICIPANTES DE ACTIVIDADES SOCIOEDUCATIVAS;NÚMERO;70
001202;23102;01;07;HOMBRES/PADRES PARTICIPANTES DE ACTIVIDADES SOCIOEDUCATIVAS;NÚMERO;30
001202;23102;01;08;MENORES Y ADULTAS USUARIAS DE AYUDA A DOMICILIO PARA MENOR Y FAMILIA;NÚMERO;50
001202;23102;01;09;MENORES Y ADULTOS USUARIOS DE AYUDA A DOMICILIO PARA MENOR Y FAMILIA;NÚMERO;43
001202;23102;01;10;AYUDAS ECONÓMICAS PARA NECESIDADES BÁSICAS DE ALOJAMIENTO;NÚMERO;40
001202;23102;01;11;MUJERES TITULARES DE AYUDAS ECONÓMICAS PARA NECESIDADES BÁSICAS DE ALOJAMIENTO;NÚMERO;30
001202;23102;01;12;HOMBRES TITULARES DE AYUDAS ECONÓMICAS PARA NECESIDADES BÁSICAS DE ALOJAMIENTO;NÚMERO;10
001202;23102;01;13;AYUDAS ECONÓMICAS PARA ESCUELAS INFANTILES;NÚMERO;20
001202;23102;01;14;NIÑAS BENEFICIARIAS DE AYUDAS ECONÓMICAS PARA ESCUELAS  INFANTILES;NÚMERO;12
001202;23102;01;15;NIÑOS BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA ESCUELAS INFANTILES;NÚMERO;16
001202;23102;01;16;BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA COMEDOR ESCOLAR NO INCLUIDOS EN EL CONVENIO CM/AYUNTAMIENTO;NÚMERO;45
001202;23102;01;17;NIÑAS BENEFICIARIAS DE AYUDAS ECONÓMICAS PARA COMEDOR ESCOLAR;NÚMERO;25
001202;23102;01;18;NIÑOS BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA COMEDOR ESCOLAR;NÚMERO;20
001202;23102;01;19;NIÑOS/AS INCLUIDOS EN EL CONVENIO CM/AYUNTAMIENTO PARA COMEDOR ESCOLAR;NÚMERO;450
001202;23102;01;20;NIÑAS INCORPORADAS AL CONVENIO DE COMEDORES ESCOLARES;NÚMERO;300
001202;23102;01;21;NIÑOS INCORPORADOS AL CONVENIO DE COMEDORES ESCOLARES;NÚMERO;150
001202;23102;01;22;AYUDAS ECONOMICAS PARA COBERTURA DE NECESIDADES BASICAS DE ALIMENTACION, HIGIENE, ASEO Y TARJETAS FAMILIA;NÚMERO;300
001202;23102;01;23;HOMBRES BENEF.DE AYUDAS ECONÓM. PARA COBERTURA DE NECESIDADES BÁSICAS DE ALIMENTACIÓN, HIGIENE, ASEO Y TARJETAS FAMILIA;NÚMERO;50
001202;23102;01;24;MUJERES BENEF. DE AYUDAS ECONÓM. PARA COBERTURA DE NECESIDADES BÁSICAS DE ALIMENTACIÓN, HIGIENE, ASEO Y TARJETAS FAMILIA;NÚMERO;250
001202;23102;01;25;BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA GASTOS EXCEPCIONALES (GAFAS, TRATAMIENTO DENTAL, ETC.);NÚMERO;6
001202;23102;01;26;BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA GASTOS EXCEPCIONALES (GAFAS, TRATAMIENTO DENTAL, ETC.) NIÑOS;NÚMERO;3
001202;23102;01;27;BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA GASTOS EXCEPCIONALES (GAFAS, TRATAMIENTO DENTAL, ETC.) NIÑOS;NÚMERO;3
001202;23102;02;01;EXPEDIENTES CON SEGUIMIENTO PERIÓDICO EN EQUIPOS DE TRABAJO DE MENORES Y FAMILIAS (ETMF);NÚMERO;130
001202;23102;02;02;EXPEDIENTES CON SEGUIMIENTO PERIÓDICO EN COMISIÓN DE APOYO FAMILIAR (CAF);NÚMERO;50
001202;23102;02;03;NIÑOS, NIÑAS Y ADOLESCENTES VALORADOS EN EQUIPOS DE TRABAJO DE MENORES Y FAMILIA (ETMF);NÚMERO;350
001202;23102;02;04;NIÑAS Y ADOLESCENTES MUJERES VALORADAS EN ETMF;NÚMERO;190
001202;23102;02;05;NIÑOS Y ADOLESCENTES HOMBRES VALORADOS EN ETMF;NÚMERO;160
001202;23102;02;06;NIÑOS, NIÑAS Y ADOLESCENTES VALORADOS EN COMISION DE APOYO FAMILIAR (CAF);NÚMERO;130
001202;23102;02;07;NIÑAS Y ADOLESCENTES VALORADAS CAF;NÚMERO;80
001202;23102;02;08;NIÑOS Y ADOLESCENTES VALORADOS CAF;NÚMERO;50
001202;23102;02;09;REUNIONES ETMF;HORAS;165
001202;23102;02;10;REUNIONES DE COMISIÓN DE APOYO FAMILIAR;HORAS;70
001202;23102;02;11;FAMILIAS DERIVADAS AL SERVICIO DE IMPLICACIÓN FAMILIAR;NÚMERO;15
001202;23102;02;12;FAMILIAS DERIVADAS AL SERVICIO DE APOYO A LOS ACOGIMIENTOS.;NÚMERO;5
001202;23102;02;13;FAMILIAS EN DIFICULTAD SOCIAL EN SERV. APOYO RESIDENCIAL Y SOCIAL;NÚMERO;20
001202;23102;02;14;ADOLESCENTES Y JÓVENES ATENDIDOS PROG. ASPA;NÚMERO;65
001202;23102;02;15;ADOLESCENTES Y JÓVENES MUJERES ATENDIDOS PROG. ASPA;NÚMERO;30
001202;23102;02;16;ADOLESCENTES Y JÓVENES HOMBRES ATENDIDOS PROG. ASPA;NÚMERO;35
001202;23102;02;17;MENORES Y ADOLESCENTES ATENDIDOS SERVICIO EDUCACIÓN SOCIAL: INTERVENCIÓN FAMILIAR;NÚMERO;170
001202;23102;02;18;MENORES Y ADOLESCENTES MUJERES ATENDIDOS SERVICIO EDUCACIÓN SOCIAL: INTERVENCIÓN FAMILIAR;NÚMERO;80
001202;23102;02;19;MENORES Y ADOLESCENTES HOMBRES ATENDIDOS SERVICIO EDUCACIÓN SOCIAL: INTERVENCIÓN FAMILIAR;NÚMERO;90
001202;23102;02;20;MENORES Y ADOLESCENTES QUE HAN PARTICIPADO EN GRUPOS Y MEDIO ABIERTO;NÚMERO;3100
001202;23102;02;21;MENORES Y ADOLESCENTES MUJERES QUE HAN PARTICIPADO EN GRUPOS Y MEDIO ABIERTO;NÚMERO;1800
001202;23102;02;22;MENORES Y ADOLESCENTES VARONES QUE HAN PARTICIPADO EN GRUPOS Y MEDIO ABIERTO;NÚMERO;1300
001202;23102;02;23;MENORES ABSENTISTAS EN SEGUIMIENTO;NÚMERO;65
001202;23102;02;24;NIÑAS MENORES ABSENTISTAS EN SEGUIMIENTO;NÚMERO;45
001202;23102;02;25;NIÑOS MENORES ABSENTISTAS EN SEGUIMIENTO;NÚMERO;20
001202;23102;02;26;REUNIONES COMISIÓN DE ABSENTISMO ESCOLAR;NÚMERO;11
001202;23102;02;27;NIÑOS PARTICIPANTES EN CAMPAMENTOS Y CENTROS ABIERTOS, EXTERNOS Y URBANOS EN PERIODO ESTIVAL;NÚMERO;290
001202;23102;02;28;NIÑOS Y NIÑAS PARTICIPANTES EN CENTROS ABIERTOS EN INGLÉS;NÚMERO;110
001202;23102;02;29;NIÑOS PARTICIPANTES EN CENTROS ABIERTOS EN INGLÉS;NÚMERO;65
001202;23102;02;30;NIÑAS PARTICIPANTES EN CENTROS ABIERTOS EN INGLÉS;NÚMERO;45
001202;23102;02;31;NIÑOS Y NIÑAS PARTICIPANTES EN CAMPAMENTOS URBANOS;NÚMERO;300
001202;23102;02;32;NIÑOS PARTICIPANTES EN CAMPAMENTOS URBANOS;NÚMERO;180
001202;23102;02;33;NIÑAS PARTICIPANTES EN CAMPAMENTOS URBANOS;NÚMERO;120
001202;23102;02;34;ADOLESCENTES PARTICIPANTES EN EL CAMPAMENTO MULTIAVENTURA;NÚMERO;60
001202;23102;02;35;ADOLESCENTES MUJERES PARTICIPANTES EN EL CAMPAMENTO MULTIAVENTURA;NÚMERO;25
001202;23102;02;36;ADOLESCENTES HOMBRES PARTICIPANTES EN EL CAMPAMENTO MULTIAVENTURA;NÚMERO;35
001202;23103;01;01;MUJERES USUARIAS DEL SERVICIO DE AYUDA A DOMICILIO;NÚMERO;2000
001202;23103;01;02;HOMBRES USUARIOS DEL SERVICIO DE AYUDA A DOMICILIO;NÚMERO;650
001202;23103;01;03;ÍNDICE DE ATENCIÓN DOMICILIARIA A MAYORES DE 80 AÑOS;RATIO;83
001202;23103;01;04;MEDIA DE HORAS MENSUALES POR DOMICILIO DE AYUDA A DOMICILIO PARA MAYORES;HORAS;26
001202;23103;01;05;MUJERES MAYORES USUARIAS SERVICIO DE COMIDA A DOMICILIO;NÚMERO;155
001202;23103;01;06;HOMBRES MAYORES USUARIOS SERVICIO DE COMIDA A DOMICILIO;NÚMERO;125
001202;23103;01;07;MUJERES MAYORES USUARIAS SERVICIO DE TELEASISTENCIA;NÚMERO;4900
001202;23103;01;08;HOMBRES MAYORES USUARIOS SERVICIO DE TELEASISTENCIA;NÚMERO;1500
001202;23103;01;09;MUJERES MAYORES USUARIAS DEL SERVICIO LAVANDERÍA A DOMICILIO;NÚMERO;12
001202;23103;01;10;HOMBRES MAYORES USUARIOS DEL SERVICIO LAVANDERÍA A DOMICILIO;NÚMERO;20
001202;23103;01;11;BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA ADAPTACIONES GERIÁTRICAS;NÚMERO;5
001202;23103;01;12;MUJERES BENEFICIARIAS AYUDAS PARA ADAPTACIONES GERIÁTRICAS;NÚMERO;3
001202;23103;01;13;HOMBRES BENEFICIARIOS DE AYUDAS PARA ADAPTACIONES GERIÁTRICAS;NÚMERO;2
001202;23103;01;14;INFORMES SOCIALES DE ENTORNO/DEPENDENCIA - MUJERES;NÚMERO;700
